dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
42,2022,Flex Plan,312.0,1970-01-01,0.0,10,730,150,38.2,0,0,0,0,0,0,0.71,0.29
96,2022,Full Season,12257.0,2022-05-28,0.5,162,730,949,48.37,0,0,0,1,0,0,0.7138,0.2862
107,2022,Full Season,875.5,2022-05-14,0.38,159,730,950,57.52,2,1,2,0,0,0,0.8553,0.1447
138,2022,Full Season,850.0,2022-05-28,0.75,33,1095,1095,17.84,0,2,0,0,0,0,0.9137,0.0863
152,2022,Full Season,595.0,2022-05-28,0.88,101,730,1073,52.21,0,1,0,0,0,0,0.8719,0.1281
220,2022,Full Season,2276.3,2022-05-28,0.63,101,1095,1094,12.75,0,0,0,1,0,0,0.829,0.171
238,2022,Half Season,466.0,2022-05-14,0.75,6,365,217,14.62,1,1,0,0,0,0,0.9675,0.0325
252,2022,Full Season,1575.9,2022-05-28,0.75,100,1095,1094,2.83,0,2,0,0,0,0,0.8168,0.1832
256,2022,Full Season,437.75,2022-05-22,0.38,159,730,988,58.46,1,2,0,1,0,0,0.8532,0.1468
277,2022,Full Season,1575.9,2022-05-28,0.88,110,1095,1109,38.2,0,1,0,0,0,0,0.8306,0.1694
313,2022,Full Season,1267.5,2022-03-12,1.0,103,365,103,3764.39,0,0,0,0,0,0,0.6055,0.3945
322,2022,Full Season,875.5,2022-05-28,0.63,159,1095,1054,29.38,0,1,1,0,0,0,0.8504,0.1496
380,2022,Full Season,1575.9,2022-05-22,0.31,103,730,1000,26.75,1,3,1,0,0,0,0.8661,0.1339
396,2022,Full Season,787.95,2022-05-22,0.63,162,1095,1056,52.45,1,1,1,0,0,0,0.8291,0.1709
451,2022,Full Season,1870.0,2022-05-28,0.75,162,1095,1091,39.09,0,0,1,0,0,0,0.7824,0.2176
454,2022,Full Season,700.4,2022-05-28,0.25,162,1095,1087,23.14,0,0,0,1,0,0,0.8449,0.1551
467,2022,Full Season,10506.0,2022-05-14,0.56,159,1095,1111,17.84,2,1,1,0,0,0,0.7288,0.2712
491,2022,Full Season,1575.9,2022-05-28,0.44,100,1095,1060,56.49,0,1,0,1,0,0,0.8732,0.1268
493,2022,Full Season,437.75,2022-05-22,0.25,159,730,988,30.3,1,2,0,1,0,0,0.8559,0.1441
501,2022,Full Season,1575.9,2022-05-28,0.38,100,730,972,17.84,0,0,0,1,0,0,0.8685,0.1315
530,2022,Full Season,3452.92,2022-05-28,1.0,5,1095,1087,50.46,0,0,0,0,0,0,0.9688,0.0312
552,2022,Full Season,3237.36,2022-04-09,0.5,32,730,963,82.18,0,0,1,0,0,0,0.7806,0.2194
563,2022,Full Season,1800.9,2022-05-28,0.57,162,1095,1094,52.45,0,1,1,0,0,0,0.8067,0.1933
649,2022,Full Season,875.5,2022-05-22,0.25,159,1095,1005,9.54,1,2,0,1,0,0,0.8497,0.1503
693,2022,Full Season,5253.0,2022-05-28,0.88,159,1095,964,26.75,0,1,0,0,0,0,0.7874,0.2126
716,2022,Full Season,842.12,1970-01-01,0.0,24,1095,1054,13.28,0,0,0,0,0,0,0.5031,0.4969
745,2022,Full Season,963.05,1970-01-01,0.0,162,1095,999,26.22,0,0,0,1,0,1,0.4287,0.5713
746,2022,Full Season,1138.15,2022-04-09,0.13,47,365,754,56.49,4,0,0,2,0,0,0.7799,0.2201
