,id,score
0,2902676,1.0
1,3903,1.0
2,2907317,1.0
3,23982,1.0
4,2928252,1.0
5,2946379,1.0
6,1228791,1.0
7,44041,1.0
8,44217,1.0
9,60142,1.0
10,3278926,1.0
11,1655254,1.0
12,1663296,1.0
13,3336519,1.0
14,3353642,1.0
15,3361582,1.0
16,1729392,1.0
17,2088490,1.0
18,3681201,1.0
19,3692876,1.0
20,3713066,1.0
21,2138097,1.0
22,992270,1.0
23,340034,1.0
24,1545039,1.0
25,3219906,1.0
26,360730,1.0
27,1553380,1.0
28,1559776,1.0
29,1561218,1.0
30,1563287,1.0
31,378708,1.0
32,381776,1.0
33,1568034,1.0
34,394008,1.0
35,397400,1.0
36,406368,1.0
37,408629,1.0
38,409995,1.0
39,421172,1.0
40,1628420,1.0
41,1990128,1.0
42,3461611,1.0
43,3578621,1.0
44,893904,1.0
45,925887,1.0
46,2710606,1.0
47,2715411,1.0
48,2843435,1.0
49,8435954,1.0
50,1752168,1.0
51,3374670,1.0
52,2507851,1.0
53,2515186,1.0
54,2662109,1.0
55,3102570,1.0
56,2504326,1.0
57,2560146,1.0
58,1720556,1.0
59,1786415,1.0
60,2316603,1.0
61,2379800,1.0
62,2420857,1.0
63,3533090,1.0
64,2594085,1.0
65,605560,1.0
66,1748553,1.0
67,1749994,1.0
68,3371564,1.0
69,1754632,1.0
70,1774031,1.0
71,1799638,1.0
72,687787,1.0
73,3437956,1.0
74,713910,1.0
75,1832755,1.0
76,1848420,1.0
77,747016,1.0
78,748314,1.0
79,752319,1.0
80,764676,1.0
81,773942,1.0
82,810487,1.0
83,1953556,1.0
84,1961178,1.0
85,3531556,1.0
86,851201,1.0
87,1194633,1.0
88,1205582,1.0
89,2935421,1.0
90,592343,1.0
91,1890969,1.0
92,375320,1.0
93,398879,1.0
94,2321732,1.0
95,2823431,1.0
96,949887,1.0
97,986550,1.0
98,1046115,1.0
99,2274169,1.0
100,813924,1.0
101,3655175,1.0
102,3685122,1.0
103,2208389,1.0
104,1072790,1.0
105,1116056,1.0
106,1117573,1.0
107,2389556,1.0
108,1523655,1.0
109,357411,1.0
110,2941769,1.0
111,3410830,1.0
112,689579,1.0
113,719630,1.0
114,3153052,1.0
115,275539,1.0
116,1482483,1.0
117,3173177,1.0
118,1509005,1.0
119,341272,1.0
120,419608,1.0
121,471312,1.0
122,2320686,1.0
123,2144652,1.0
124,2233541,1.0
125,1744298,1.0
126,503267,1.0
127,1674660,1.0
128,623797,1.0
129,647647,1.0
130,2345271,1.0
131,2391385,1.0
132,2400625,1.0
133,2448601,1.0
134,2450041,1.0
135,2469342,1.0
136,2476142,1.0
137,2490894,1.0
138,2520816,1.0
139,1909401,1.0
140,994568,1.0
141,1457456,1.0
142,263418,1.0
143,3186763,1.0
144,315013,1.0
145,371927,1.0
146,378551,1.0
147,429639,1.0
148,2870873,1.0
149,3482397,1.0
150,1306432,1.0
151,3024182,1.0
152,3072170,1.0
153,57033,1.0
154,1177822,0.9999
155,1088,0.9999
156,1180729,0.9999
157,1180992,0.9999
158,4464,0.9999
159,1185349,0.9999
160,2907211,0.9999
161,2907538,0.9999
162,1194020,0.9999
163,1196920,0.9999
164,23538,0.9999
165,1210820,0.9999
166,2937337,0.9999
167,2940137,0.9999
168,1223322,0.9999
169,36957,0.9999
170,1240629,0.9999
171,2952104,0.9999
172,2952758,0.9999
173,65191,0.9999
174,1632775,0.9999
175,473773,0.9999
176,1639882,0.9999
177,3286712,0.9999
178,490804,0.9999
179,1652230,0.9999
180,1658846,0.9999
181,1663050,0.9999
182,1661508,0.9999
183,1672248,0.9999
184,1675681,0.9999
185,546775,0.9999
186,1692510,0.9999
187,1700698,0.9999
188,565537,0.9999
189,3353432,0.9999
190,592542,0.9999
191,2075578,0.9999
192,3648638,0.9999
193,3660417,0.9999
194,3667233,0.9999
195,3678918,0.9999
196,957922,0.9999
197,958730,0.9999
198,974013,0.9999
199,974376,0.9999
200,2128252,0.9999
201,2133881,0.9999
202,995700,0.9999
203,1538593,0.9999
204,354235,0.9999
205,1554270,0.9999
206,1569242,0.9999
207,389531,0.9999
208,1574558,0.9999
209,1577930,0.9999
210,1589678,0.9999
211,413052,0.9999
212,1601301,0.9999
213,453357,0.9999
214,1621302,0.9999
215,842474,0.9999
216,3531480,0.9999
217,1976510,0.9999
218,1981893,0.9999
219,3538810,0.9999
220,1983347,0.9999
221,1986767,0.9999
222,857635,0.9999
223,3558664,0.9999
224,1996280,0.9999
225,1001127,0.9999
226,1008026,0.9999
227,1013975,0.9999
228,3716297,0.9999
229,8579844,0.9999
230,85696,0.9999
231,108752,0.9999
232,1327645,0.9999
233,700104,0.9999
234,722784,0.9999
235,3572748,0.9999
236,2018365,0.9999
237,889659,0.9999
238,3596265,0.9999
239,2031567,0.9999
240,3600186,0.9999
241,3613977,0.9999
242,3617538,0.9999
243,3635087,0.9999
244,2711232,0.9999
245,2714378,0.9999
246,2717462,0.9999
247,2727430,0.9999
248,2744891,0.9999
249,2764653,0.9999
250,2796820,0.9999
251,2804136,0.9999
252,2810899,0.9999
253,2811681,0.9999
254,2811869,0.9999
255,2815223,0.9999
256,2826651,0.9999
257,2839767,0.9999
258,2847375,0.9999
259,2852550,0.9999
260,2852619,0.9999
261,2864380,0.9999
262,2871568,0.9999
263,2871562,0.9999
264,1656259,0.9999
265,554574,0.9999
266,1745280,0.9999
267,1764580,0.9999
268,2422254,0.9999
269,2437065,0.9999
270,740009,0.9999
271,752892,0.9999
272,777518,0.9999
273,3494578,0.9999
274,815343,0.9999
275,3511845,0.9999
276,2019344,0.9999
277,2902193,0.9999
278,2927622,0.9999
279,2957653,0.9999
280,1258919,0.9999
281,89294,0.9999
282,3036677,0.9999
283,1352645,0.9999
284,2461349,0.9999
285,2485809,0.9999
286,2614427,0.9999
287,2631231,0.9999
288,2656115,0.9999
289,2891141,0.9999
290,3734230,0.9999
291,3742067,0.9999
292,1052042,0.9999
293,2217749,0.9999
294,1095098,0.9999
295,1427852,0.9999
296,1453792,0.9999
297,260779,0.9999
298,1459457,0.9999
299,2441979,0.9999
300,2444144,0.9999
301,2444495,0.9999
302,2472232,0.9999
303,2542319,0.9999
304,2841892,0.9999
305,2884125,0.9999
306,2908187,0.9999
307,1815218,0.9999
308,701856,0.9999
309,1896650,0.9999
310,786901,0.9999
311,1909416,0.9999
312,3477155,0.9999
313,820935,0.9999
314,3547896,0.9999
