,id,score
0,340034,1.0
1,1545039,1.0
2,360730,1.0
3,1553380,1.0
4,1559776,1.0
5,1561218,1.0
6,1563287,1.0
7,394008,1.0
8,397400,1.0
9,406368,1.0
10,408629,1.0
11,409995,1.0
12,421172,1.0
13,3578621,1.0
14,893904,1.0
15,925887,1.0
16,2710606,1.0
17,2843435,1.0
18,2907317,1.0
19,8435954,1.0
20,2507851,1.0
21,2515186,1.0
22,2662109,1.0
23,2971104,1.0
24,2975418,1.0
25,2982641,1.0
26,2998282,1.0
27,3010941,1.0
28,3024182,1.0
29,1353344,1.0
30,605560,1.0
31,1749994,1.0
32,3371564,1.0
33,1754632,1.0
34,687787,1.0
35,713910,1.0
36,1046115,1.0
37,1072790,1.0
38,2274169,1.0
39,1116056,1.0
40,2345271,1.0
41,2138097,1.0
42,398879,1.0
43,3144639,1.0
44,60142,1.0
45,98099,1.0
46,1363424,1.0
47,184289,1.0
48,3097633,1.0
49,1428543,1.0
50,242702,1.0
51,3153052,1.0
52,275539,1.0
53,2379800,1.0
54,2383018,1.0
55,2448601,1.0
56,2469342,1.0
57,2476142,1.0
58,2520816,1.0
59,2550489,1.0
60,2570372,1.0
61,2597824,1.0
62,2717292,1.0
63,2723026,1.0
64,2870873,1.0
65,3410830,1.0
66,1194633,1.0
67,18784,1.0
68,1205582,1.0
69,2946379,1.0
70,1228791,1.0
71,2965437,1.0
72,1832755,1.0
73,1836809,1.0
74,1848420,1.0
75,748314,1.0
76,752319,1.0
77,764676,1.0
78,773942,1.0
79,810487,1.0
80,1961178,1.0
81,2594085,1.0
82,2788978,1.0
83,3655175,1.0
84,3681201,1.0
85,1016500,1.0
86,2236900,1.0
87,1457456,1.0
88,263418,1.0
89,343336,1.0
90,2489295,1.0
91,2902676,1.0
92,503267,1.0
93,1663296,1.0
94,1674660,1.0
95,3336519,1.0
96,1729392,1.0
97,615590,1.0
98,1748553,1.0
99,2380859,1.0
100,2389556,1.0
101,2400625,1.0
102,2420857,1.0
103,2490894,1.0
104,3436178,1.0
105,1816773,1.0
106,2847718,1.0
107,8502160,1.0
108,8579595,1.0
109,378551,1.0
110,429639,1.0
111,3361582,1.0
112,1482483,1.0
113,3173177,1.0
114,3186763,1.0
115,341272,1.0
116,913495,1.0
117,3623377,1.0
118,3640028,1.0
119,2076672,1.0
120,949887,1.0
121,3692876,1.0
122,3713066,1.0
123,40199,1.0
124,3011335,1.0
125,3422358,1.0
126,3463515,1.0
127,2444583,1.0
128,315013,1.0
129,3215514,1.0
130,3677303,1.0
131,3013397,1.0
132,3074302,1.0
133,3078818,1.0
134,828120,1.0
135,3531556,1.0
136,851201,1.0
137,3461611,1.0
138,1890969,1.0
139,3482397,1.0
140,813924,1.0
141,471312,1.0
142,3246411,1.0
143,462810,1.0
144,3460485,1.0
145,8636794,1.0
146,2402032,1.0
147,224321,1.0
148,1422454,1.0
149,868264,1.0
150,23982,1.0
151,1233203,1.0
152,3306169,1.0
153,680983,1.0
154,2327554,1.0
155,2372848,1.0
156,2441255,1.0
157,2556124,1.0
158,2558255,1.0
159,3278926,1.0
160,3310185,1.0
161,992270,1.0
162,986550,1.0
163,1117573,1.0
164,2144652,1.0
165,2233541,1.0
166,2259230,1.0
167,1378377,1.0
168,211562,1.0
169,1127068,1.0
170,108779,1.0
171,206388,1.0
172,863882,1.0
173,1579674,1.0
174,2138727,1.0
175,3455545,1.0
176,346084,1.0
177,1632645,1.0
178,3711495,1.0
179,3732414,1.0
180,2272579,1.0
181,1493914,1.0
182,2208280,1.0
183,3454042,1.0
184,208399,1.0
185,689261,1.0
186,1221077,1.0
187,1376046,1.0
188,2854305,1.0
189,3596280,1.0
190,1554270,0.9999
191,3245139,0.9999
192,1574558,0.9999
193,1577930,0.9999
194,407592,0.9999
195,453357,0.9999
196,458981,0.9999
197,1628420,0.9999
198,1996280,0.9999
199,3568464,0.9999
200,876029,0.9999
201,889659,0.9999
202,2031567,0.9999
203,3600186,0.9999
204,3635087,0.9999
205,3643698,0.9999
206,2716862,0.9999
207,2722402,0.9999
208,2864380,0.9999
209,2391295,0.9999
210,2422254,0.9999
211,2447270,0.9999
212,2656115,0.9999
213,2802286,0.9999
214,2834461,0.9999
215,2891141,0.9999
216,89294,0.9999
217,3003296,0.9999
218,1306415,0.9999
219,1333478,0.9999
220,3040509,0.9999
221,169022,0.9999
222,3395384,0.9999
223,669266,0.9999
224,1799638,0.9999
225,3437956,0.9999
226,2208389,0.9999
227,1075609,0.9999
228,2283953,0.9999
229,903097,0.9999
230,3659988,0.9999
231,1035113,0.9999
232,1523655,0.9999
233,1591965,0.9999
234,1745913,0.9999
235,1794087,0.9999
236,82582,0.9999
237,2150677,0.9999
238,1428155,0.9999
239,1249620,0.9999
240,2957653,0.9999
241,1276013,0.9999
242,1393265,0.9999
