dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
109113,42.7,2023,1,0,0,0,1,0.0,None,None,None,1.0
109118,183.25,2023,17,11,17,11,0,42.0,None,Full Season,None,0.71
109127,196.93,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
109131,50.46,2022,2,0,2,0,0,28.0,None,Individual,None,1.0
109131,50.46,2023,2,0,0,0,1,0.0,None,None,None,1.0
109139,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9851
109139,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
109148,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.989
109148,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
109149,48.6,2022,30,26,17,13,1,137.67,Individual,Full Season,Full Season,0.88
109149,48.6,2023,31,27,1,1,2,0.0,None,Individual,None,1.0
