dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
42,2022,Flex Plan,312.0,2022-06-25,0.38,10,730,150,38.2,1,1,0,0,0,0,0.8676,0.1324
238,2022,Half Season,466.0,2022-05-14,0.6,6,365,217,14.62,2,0,1,0,0,0,0.9703,0.0297
313,2022,Full Season,1267.5,2022-03-12,1.0,103,365,103,3764.39,0,0,0,0,0,0,0.5763,0.4237
322,2022,Full Season,875.5,2022-06-25,0.6,159,1095,1054,29.38,1,2,1,0,0,0,0.5287,0.4713
454,2022,Full Season,700.4,2022-06-25,0.3,162,1095,1087,23.14,1,1,0,1,0,0,0.5452,0.4548
493,2022,Full Season,437.75,2022-05-22,0.2,159,730,988,30.3,3,1,0,2,0,0,0.7645,0.2355
501,2022,Full Season,1575.9,2022-05-28,0.3,100,730,972,17.84,2,0,1,1,0,0,0.8254,0.1746
552,2022,Full Season,3237.36,2022-04-09,0.4,32,730,963,82.18,1,1,1,0,0,0,0.6601,0.3399
649,2022,Full Season,875.5,2022-05-22,0.2,159,1095,1005,9.54,3,1,0,2,0,0,0.7231,0.2769
693,2022,Full Season,5253.0,2022-05-28,0.7,159,1095,964,26.75,2,1,1,0,0,0,0.6547,0.3453
745,2022,Full Season,963.05,1970-01-01,0.0,162,1095,999,26.22,0,0,0,1,0,1,0.4634,0.5366
788,2022,Full Season,2276.3,2022-06-25,0.6,99,730,963,12.75,1,2,1,0,0,0,0.6256,0.3744
933,2022,Full Season,1225.7,2022-06-25,0.7,106,1095,962,52.45,1,1,1,0,0,0,0.6741,0.3259
1042,2022,Full Season,1156.0,2022-05-22,0.35,32,365,257,12.29,3,1,1,1,0,0,0.8847,0.1153
1082,2022,Full Season,1050.6,2022-05-28,0.7,161,1095,1091,81.02,2,1,1,0,0,0,0.6093,0.3907
1120,2022,Full Season,2276.3,2022-06-25,0.7,101,1095,1091,17.51,1,3,0,0,0,1,0.4558,0.5442
1267,2022,Full Season,476.0,2022-04-24,0.4,9,1095,828,38.2,5,1,0,1,0,0,0.7334,0.2666
1348,2022,Full Season,875.5,2022-06-25,0.5,159,1095,1038,35.95,1,1,0,1,0,0,0.6122,0.3878
1383,2022,Full Season,510.0,2022-04-09,0.3,161,365,446,65.22,6,1,0,1,0,0,0.7891,0.2109
1505,2022,Full Season,664.02,1970-01-01,0.0,5,1095,1074,56.08,0,0,0,1,0,0,0.6436,0.3564
