dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
42,2022,Flex Plan,312.0,2022-06-25,0.0,10,730,150,38.2,0,0,0,0,0,0,0.8668,0.1332
238,2022,Half Season,466.0,2022-05-14,0.75,6,365,217,14.62,1,1,0,0,0,0,0.9527,0.0473
313,2022,Full Season,1267.5,2022-03-12,1.0,103,365,103,3764.39,0,0,0,0,0,0,0.5185,0.4815
322,2022,Full Season,875.5,2022-06-25,0.75,159,1095,1054,29.38,0,1,1,0,0,1,0.3755,0.6245
454,2022,Full Season,700.4,2022-06-25,0.38,162,1095,1087,23.14,0,0,0,1,0,0,0.5208,0.4792
493,2022,Full Season,437.75,2022-05-22,0.25,159,730,988,30.3,1,2,0,1,0,0,0.8297,0.1703
501,2022,Full Season,1575.9,2022-05-28,0.38,100,730,972,17.84,0,0,0,1,0,0,0.8421,0.1579
552,2022,Full Season,3237.36,2022-04-09,0.5,32,730,963,82.18,0,0,1,0,0,0,0.8647,0.1353
649,2022,Full Season,875.5,2022-05-22,0.25,159,1095,1005,9.54,1,2,0,1,0,0,0.8373,0.1627
693,2022,Full Season,5253.0,2022-05-28,0.88,159,1095,964,26.75,0,1,0,0,0,0,0.7724,0.2276
745,2022,Full Season,963.05,1970-01-01,0.0,162,1095,999,26.22,0,0,0,1,0,1,0.3706,0.6294
788,2022,Full Season,2276.3,2022-06-25,0.75,99,730,963,12.75,2,1,1,0,0,0,0.6541,0.3459
933,2022,Full Season,1225.7,2022-06-25,0.88,106,1095,962,52.45,0,0,1,0,0,0,0.6992,0.3008
1042,2022,Full Season,1156.0,2022-05-22,0.44,32,365,257,12.29,1,2,1,0,0,0,0.8737,0.1263
1082,2022,Full Season,1050.6,2022-05-28,0.88,161,1095,1091,81.02,0,1,0,0,0,0,0.6357,0.3643
1120,2022,Full Season,2276.3,2022-06-25,0.88,101,1095,1091,17.51,1,2,0,0,0,1,0.4709,0.5291
