,dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
17266,93633,59.73,2023,31,20,1,0,2,0.0,None,Individual,None,0.5967
17267,93636,1676.85,2023,1,0,1,0,0,53.0,None,Individual,None,0.9928
17270,93638,21.19,2023,13,13,0,0,2,0.0,None,None,None,1.0
17271,93664,196.93,2023,1,0,1,0,0,69.0,None,Individual,None,0.8438
17273,93666,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17276,93680,25.94,2023,31,31,1,1,2,0.0,None,None,Individual,0.6358
17277,93686,2220.76,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
17278,93687,10.7,2023,1,0,1,0,0,43.0,None,Individual,None,0.511
17280,93694,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17281,93701,1549.72,2023,1,1,1,1,0,35.0,None,Individual,None,1.0
17284,93702,335.25,2023,31,30,1,1,2,0.0,None,Individual,None,0.6567
17287,93705,50.84,2023,31,21,1,1,2,0.0,None,Individual,None,0.5517
17290,93713,60.17,2023,31,24,1,0,2,0.0,None,Individual,None,0.5967
17292,93717,49.95,2023,1,0,0,0,1,0.0,None,None,None,1.0
17294,93721,1435.1,2023,1,0,0,0,1,0.0,None,None,None,1.0
17295,93723,1971.82,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17296,93724,155.44,2023,1,0,1,0,0,60.0,None,Individual,None,0.9704
17297,93731,196.93,2023,1,1,1,1,0,75.0,None,Individual,None,1.0
17299,93739,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17302,93740,47.74,2023,31,31,1,1,2,0.0,None,Individual,None,0.6152
17305,93742,27.58,2023,48,40,18,15,2,51.94,None,Full Season,Individual,0.59
17308,93757,47.74,2023,31,30,1,1,2,0.0,None,Individual,None,0.6152
17310,93759,6.14,2023,1,1,0,0,1,0.0,None,None,None,1.0
17313,93761,38.24,2023,48,37,18,12,2,24.32,None,Full Season,Individual,0.7
17315,93765,6.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
17317,93774,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17320,93786,22.4,2023,6,6,0,0,2,0.0,None,None,None,1.0
17321,93790,42.31,2023,1,0,1,0,0,45.0,None,Individual,None,1.0
17322,93800,196.93,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
17324,93806,1666.15,2023,1,0,0,0,1,0.0,None,None,None,1.0
17327,93807,196.93,2023,31,24,1,1,2,0.0,None,Individual,None,0.6264
17330,93811,1.84,2023,48,32,18,12,2,24.73,None,Full Season,Individual,0.56
17331,93817,196.93,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
17333,93823,12.29,2023,1,0,0,0,1,0.0,None,None,None,0.8483
17334,93847,1699.68,2023,1,1,1,1,0,25.0,None,Individual,None,1.0
17337,93857,41.44,2023,31,27,1,1,2,0.0,None,Individual,None,0.5667
17340,93859,37.83,2023,48,37,18,13,2,121.6,None,Full Season,Individual,0.59
17343,93863,10.46,2023,31,21,1,1,2,0.0,None,Individual,None,0.4767
17344,93865,196.93,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17346,93869,10.46,2023,35,25,18,16,1,145.92,None,Full Season,Full Season,0.54
17347,93901,196.93,2023,1,1,1,1,0,44.0,None,Individual,None,1.0
17348,93903,196.93,2023,2,1,2,1,0,33.5,None,Flex Plan,None,0.92
17350,93906,60.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
17353,93908,25.94,2023,48,39,18,15,2,145.92,None,Full Season,Individual,0.71
17354,93909,69.88,2023,1,0,1,0,0,44.0,None,Individual,None,0.9
17356,93911,135.89,2023,1,1,0,0,1,0.0,None,None,None,1.0
17357,93922,196.93,2023,1,0,1,0,0,59.0,None,Individual,None,1.0
17358,93923,133.7,2023,1,1,1,1,0,89.0,None,Individual,None,1.0
17360,93924,41.7,2023,2,0,0,0,1,0.0,None,None,None,1.0
17363,93925,23.26,2023,13,13,0,0,2,0.0,None,None,None,1.0
17366,93943,8.55,2023,24,14,1,0,2,0.0,None,Individual,None,0.5767
17367,93945,196.93,2023,1,0,1,0,0,64.0,None,Individual,None,0.983
17370,93952,33.3,2023,48,39,18,12,2,29.18,None,Full Season,Full Season,0.5635
17372,93954,47.39,2023,1,0,0,0,1,0.0,None,None,None,0.9114
17373,93970,51.7,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
17374,93987,29.06,2023,1,0,1,0,0,58.0,None,Individual,None,0.92
17376,93988,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17378,93989,48.37,2023,2,0,0,0,1,0.0,None,None,None,1.0
17381,94004,50.46,2023,31,29,1,1,2,0.0,None,Individual,None,0.5667
17384,94010,51.7,2023,1,1,0,0,2,0.0,None,None,None,1.0
17385,94013,1537.05,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
17388,94014,8.55,2023,13,13,0,0,2,0.0,None,None,None,1.0
17390,94020,11.36,2023,1,0,0,0,1,0.0,None,None,None,0.8783
17393,94023,2.83,2023,48,44,18,16,2,53.5,None,Full Season,Individual,0.54
17394,94025,98.42,2023,2,1,2,1,0,42.5,None,Individual,None,0.97
17397,94026,11.04,2023,31,27,1,1,2,0.0,None,Individual,None,0.4967
17399,94030,5.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
17401,94033,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17403,94035,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
17405,94053,2436.02,2023,1,0,0,0,1,0.0,None,None,None,1.0
17407,94056,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17409,94061,59.73,2023,1,0,0,0,1,0.0,None,None,None,1.0
17411,94062,105.02,2023,1,0,0,0,1,0.0,None,None,None,1.0
17412,94064,19.18,2023,1,0,1,0,0,44.0,None,Individual,None,0.9975
17415,94067,37.83,2023,14,13,0,0,2,0.0,None,None,None,0.64
17418,94071,723.53,2023,13,13,0,0,2,0.0,None,None,None,1.0
17421,94075,25.94,2023,13,13,0,0,2,0.0,None,None,None,1.0
17423,94093,63.09,2023,1,0,0,0,1,0.0,None,None,None,0.8394
17426,94094,3728.15,2023,31,31,1,1,2,0.0,None,Individual,None,0.6367
17428,94102,37.51,2023,1,0,0,0,1,0.0,None,None,None,0.95
17429,94111,3746.76,2023,1,0,1,0,0,49.0,None,Individual,None,1.0
17431,94114,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17433,94121,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17434,94126,2200.31,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17436,94130,1593.89,2023,1,0,0,0,1,0.0,None,None,None,1.0
17439,94134,26.22,2023,13,13,0,0,2,0.0,None,None,None,1.0
17441,94138,8.11,2023,1,1,0,0,1,0.0,None,None,None,1.0
17444,94143,76.36,2023,1,1,0,0,2,0.0,None,None,None,1.0
17446,94149,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
17448,94150,305.24,2023,1,0,0,0,1,0.0,None,None,None,0.9999
17449,94154,1455.98,2023,1,1,1,1,0,83.0,None,Individual,None,1.0
17452,94161,28.09,2023,31,31,1,1,2,0.0,None,Individual,None,0.6167
17454,94163,1709.35,2023,2,0,1,0,1,37.0,None,Individual,None,0.81
17457,94164,5.68,2023,13,13,0,0,2,0.0,None,None,None,1.0
17459,94168,46.5,2023,1,0,0,0,1,0.0,None,None,None,0.9633
17460,94169,8.0,2023,1,1,1,1,0,38.0,None,Individual,None,0.92
17461,94183,27.58,2023,11,8,11,8,0,48.29,None,Full Season,None,0.39
17462,94195,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.5917
17465,94196,8.55,2023,31,30,1,1,2,0.0,None,Individual,None,0.5067
17467,94203,283.69,2023,1,0,0,0,1,0.0,None,None,None,0.9899
17470,94208,26.68,2023,48,44,18,17,2,24.32,None,Full Season,Individual,0.8525
17471,94211,33.3,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17473,94219,36.77,2023,1,1,0,0,1,0.0,None,None,None,1.0
17474,94221,12.29,2023,1,0,1,0,0,32.0,None,Individual,None,0.9967
17476,94233,41.44,2023,1,0,0,0,1,0.0,None,None,None,1.0
17478,94239,12.75,2023,18,18,1,1,1,0.0,None,Individual,None,0.4967
17481,94243,3.97,2023,13,13,0,0,2,0.0,None,None,None,0.5857
17483,94244,15.07,2023,1,0,0,0,1,0.0,None,None,None,0.8
17486,94246,2.83,2023,13,13,0,0,2,0.0,None,None,None,0.9769
17487,94251,18.51,2023,1,0,1,0,0,48.0,None,Individual,None,1.0
17488,94254,2220.56,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17491,94256,169.44,2023,31,31,1,1,2,0.0,None,Individual,None,0.6367
17493,94271,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
17495,94274,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17498,94275,33.3,2023,14,13,0,0,2,0.0,None,None,None,0.55
17500,94284,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17503,94288,167.71,2023,48,32,18,13,2,63.23,None,Full Season,Individual,0.54
17505,94291,46.24,2023,1,0,0,0,1,0.0,None,None,None,0.9683
17506,94295,11.45,2023,1,1,1,1,0,37.0,None,Individual,None,1.0
17507,94296,23.21,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17509,94308,53.53,2023,1,0,0,0,1,0.0,None,None,None,1.0
17511,94323,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17513,94325,50.46,2023,2,0,0,0,1,0.0,None,None,None,1.0
17515,94326,62.69,2023,1,0,0,0,1,0.0,None,None,None,0.9495
17518,94333,56.08,2023,31,24,1,1,2,0.0,None,Individual,None,0.5867
17519,94340,82.62,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
17522,94344,29.06,2023,31,27,1,1,2,0.0,None,Individual,None,0.6067
17524,94354,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17527,94355,48.37,2023,7,7,0,0,2,0.0,None,None,None,0.9
17530,94359,53.53,2023,31,24,1,1,2,0.0,None,Individual,None,0.5642
17532,94362,1438.19,2023,1,1,0,0,1,0.0,None,None,None,1.0
17533,94363,38.24,2023,1,0,1,0,0,24.0,None,Individual,None,0.99
17536,94364,33.91,2023,6,6,0,0,2,0.0,None,None,None,0.78
17537,94367,13.28,2023,1,0,1,0,0,44.0,None,Individual,None,0.9733
17539,94376,76.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
17540,94380,45.06,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
17543,94392,13.28,2023,25,18,1,1,2,0.0,None,Individual,None,0.4867
17546,94393,52.45,2023,13,13,0,0,2,0.0,None,None,None,1.0
17547,94407,33.3,2023,1,0,1,0,0,72.0,None,Individual,None,0.97
17548,94411,48.12,2023,1,0,1,0,0,44.0,None,Individual,None,0.6725
17549,94412,46.25,2023,1,0,1,0,0,44.0,None,Individual,None,0.96
17551,94414,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
17554,94415,72.67,2023,31,20,1,1,2,0.0,None,Individual,None,0.5867
17556,94421,45.93,2023,18,18,1,1,1,0.0,None,Individual,None,0.5967
17559,94425,63.09,2023,31,27,1,1,2,0.0,None,Individual,None,0.5967
17561,94426,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17563,94427,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17566,94429,59.73,2023,31,28,1,1,2,0.0,None,Individual,None,0.5967
17568,94438,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
17569,94440,51.41,2023,1,1,1,1,0,28.0,None,Individual,None,1.0
17572,94442,63.09,2023,48,46,18,18,2,43.78,None,Full Season,Individual,0.63
17575,94443,62.69,2023,31,21,1,1,2,0.0,None,Individual,None,0.585
17577,94452,33.3,2023,1,0,0,0,1,0.0,None,None,None,0.99
17579,94461,22.4,2023,2,0,1,0,1,58.0,None,Individual,None,0.91
17581,94463,196.93,2023,2,0,1,0,1,37.0,None,Individual,None,0.94
17583,94467,3752.16,2023,1,0,0,0,1,0.0,None,None,None,1.0
17585,94468,17.0,2023,1,0,0,0,1,0.0,None,None,Individual,0.5628
17586,94470,26.81,2023,1,1,1,1,0,20.0,None,Individual,None,0.98
17587,94472,74.68,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17590,94474,27.17,2023,1,1,0,0,2,0.0,None,None,None,1.0
17591,94475,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.5917
17593,94479,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17596,94481,51.7,2023,31,25,1,1,2,0.0,None,Individual,None,0.5767
17599,94483,58.29,2023,31,26,1,1,2,0.0,None,Individual,None,0.5798
17600,94484,32.18,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
17601,94497,42.31,2023,1,0,1,0,0,80.0,None,Individual,None,0.7729
17604,94500,59.73,2023,1,1,0,0,2,0.0,None,None,None,1.0
17605,94504,54.54,2023,1,0,1,0,0,60.0,None,Individual,None,1.0
17608,94506,12.29,2023,31,25,1,1,2,0.0,None,Individual,None,0.4967
17610,94510,46.25,2023,1,0,0,0,1,0.0,None,None,None,0.9633
17612,94514,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17614,94516,52.45,2023,1,1,0,0,1,0.0,None,None,None,1.0
17616,94518,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17617,94519,62.69,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
17619,94521,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17621,94524,52.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
17623,94527,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17626,94529,48.12,2023,25,23,1,1,2,0.0,None,Individual,None,0.5867
17628,94544,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17630,94551,10.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
17632,94552,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
17634,94554,25.16,2023,1,0,0,0,1,0.0,None,None,None,0.9967
17636,94557,48.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
17637,94559,5.68,2023,1,0,1,0,0,37.0,None,Individual,None,0.96
17639,94561,27.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
17640,94565,196.93,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
17642,94575,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17644,94577,24.84,2023,1,0,0,0,1,0.0,None,None,None,0.98
17646,94584,1352.69,2023,1,0,0,0,1,0.0,None,None,None,1.0
17648,94587,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17649,94588,26.81,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
17652,94590,50.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
17654,94599,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17656,94611,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17658,94621,4144.26,2023,1,0,0,0,1,0.0,None,None,None,1.0
17660,94622,1805.0,2023,1,0,0,0,1,0.0,None,None,None,0.97
17662,94632,1588.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
17664,94637,23.14,2023,1,0,0,0,1,0.0,None,None,None,0.98
17667,94643,48.37,2023,45,45,15,15,2,23.51,None,Full Season,Individual,0.55
17668,94644,56.49,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17671,94645,60.17,2023,40,35,10,8,2,52.73,None,Half Season,Individual,0.4943
17673,94646,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17675,94647,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17677,94648,1019.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
17679,94653,437.79,2023,1,0,0,0,1,0.0,None,None,None,0.9999
17681,94659,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17683,94662,47.79,2023,2,0,1,0,1,37.0,None,Individual,None,0.88
17684,94666,196.93,2023,1,0,1,0,0,45.0,None,Individual,None,0.9199
17686,94671,37.83,2023,23,16,6,5,1,37.69,None,Full Season,Individual,0.5
17688,94688,1902.31,2023,1,0,0,0,1,0.0,None,None,None,0.99
17690,94695,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17693,94698,39.09,2023,13,13,0,0,2,0.0,None,None,None,1.0
17694,94722,1715.81,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17696,94727,56.08,2023,4,1,1,0,1,80.0,None,Individual,None,0.81
17697,94740,44.96,2023,1,0,1,0,0,32.0,None,Individual,None,0.97
17698,94745,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.5917
17700,94748,196.93,2023,2,1,0,0,1,0.0,None,None,None,1.0
17702,94762,23.14,2023,1,0,0,0,1,0.0,None,None,None,0.98
17704,94765,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
17705,94766,39.09,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17708,94769,17.91,2023,31,25,1,0,2,0.0,None,Individual,None,0.4967
17709,94770,196.93,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
17711,94777,8.0,2023,1,0,0,0,1,0.0,None,None,None,0.99
17713,94792,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17715,94795,5.77,2023,18,13,1,0,1,0.0,None,Individual,None,0.5667
17717,94797,1651.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
17718,94798,67.51,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17721,94813,33.3,2023,31,23,1,1,2,0.0,None,None,Individual,0.4058
17723,94816,19.18,2023,1,0,0,0,1,0.0,None,None,None,0.85
17724,94819,48.37,2023,1,0,1,0,0,80.0,None,Individual,None,0.77
17727,94820,67.51,2023,31,25,1,0,2,0.0,None,Individual,None,0.5936
17729,94828,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17730,94831,196.93,2023,1,0,1,0,0,52.0,None,Individual,None,0.9878
17732,94834,55.5,2023,1,0,0,0,1,0.0,None,None,None,1.0
17733,94835,35.95,2023,2,1,2,1,0,36.0,None,Individual,None,0.98
17735,94840,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17736,94843,46.25,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
17737,94846,1969.96,2023,1,1,1,1,0,44.0,None,Individual,None,1.0
17738,94851,47.74,2023,1,1,1,1,0,89.0,None,Individual,None,0.97
17739,94854,196.93,2023,1,1,1,1,0,40.0,None,Individual,None,1.0
17740,94855,196.93,2023,1,0,1,0,0,42.0,None,Individual,None,0.9993
17742,94858,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17744,94859,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
17747,94866,1850.71,2023,31,23,1,0,2,0.0,None,Individual,None,0.6167
17750,94869,18.62,2023,34,27,4,3,2,20.62,None,Full Season,Individual,0.57
17753,94872,37.83,2023,13,13,0,0,2,0.0,None,None,None,1.0
17755,94875,50.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
17757,94880,11.98,2023,1,0,0,0,1,0.0,None,None,None,0.8483
17758,94886,22.27,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17760,94888,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17762,94904,1938.91,2023,1,1,0,0,1,0.0,None,None,None,1.0
17764,94908,44.68,2023,1,0,0,0,1,0.0,None,None,None,0.9933
17765,94911,47.74,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
17768,94919,46.07,2023,13,13,0,0,2,0.0,None,None,None,1.0
17771,94920,12.75,2023,13,13,0,0,2,0.0,None,None,None,0.8103
17774,94922,196.93,2023,31,30,1,1,2,0.0,None,Individual,None,0.6464
17776,94923,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17778,94926,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17780,94933,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17782,94945,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17784,94947,19.63,2023,2,0,0,0,1,0.0,None,None,None,0.79
17787,94957,38.79,2023,31,25,1,0,2,0.0,None,Individual,None,0.5767
17790,94960,20.13,2023,31,27,1,1,2,0.0,None,Individual,None,0.4767
17792,94963,46.25,2023,2,0,0,0,1,0.0,None,None,None,0.9733
17794,94965,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17796,94968,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17799,94981,196.93,2023,12,12,0,0,2,0.0,None,None,None,0.9996
17801,94982,312.12,2023,1,1,0,0,1,0.0,None,None,None,1.0
17803,94986,59.73,2023,35,34,18,18,1,170.24,None,Full Season,Full Season,0.565
17804,94988,33.3,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
17805,94990,52.21,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17806,95002,51.7,2023,1,0,1,0,0,69.0,None,Individual,None,0.9
17807,95004,29.59,2023,1,0,1,0,0,83.0,None,Individual,None,0.94
17808,95007,11.36,2023,1,1,1,1,0,37.0,None,Individual,None,1.0
17811,95010,47.39,2023,13,13,0,0,2,0.0,None,None,None,1.0
17813,95019,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17815,95020,23.26,2023,1,0,0,0,1,0.0,None,None,None,0.98
17817,95022,8.0,2023,1,0,0,0,1,0.0,None,None,None,0.99
17819,95024,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17820,95029,44.7,2023,1,0,1,0,0,49.0,None,Individual,None,0.99
17823,95033,9.54,2023,13,13,0,0,2,0.0,None,None,None,1.0
17826,95039,50.46,2023,31,28,1,0,2,0.0,None,Individual,None,0.5767
17829,95041,33.3,2023,26,14,2,0,2,24.0,None,Individual,None,0.67
17832,95047,19.94,2023,31,31,1,1,2,0.0,None,Individual,None,0.4967
17835,95061,38.67,2023,31,23,1,1,2,0.0,None,Individual,None,0.5967
17838,95065,38.67,2023,31,29,1,1,2,0.0,None,Individual,None,0.6067
17841,95068,62.69,2023,31,24,1,1,2,0.0,None,Individual,None,0.585
17844,95071,26.68,2023,31,30,1,1,2,0.0,None,Individual,None,0.5267
17846,95080,26.68,2023,1,0,0,0,1,0.0,None,None,None,0.9767
17848,95090,82.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
17849,95097,196.93,2023,17,16,17,16,0,28.0,None,Full Season,Individual,0.6678
17851,95103,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17853,95104,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17855,95110,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17858,95112,14.62,2023,48,36,18,17,2,63.23,None,Full Season,Full Season,0.4
17860,95131,1400.9,2023,1,0,0,0,1,0.0,None,None,None,1.0
17862,95143,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17865,95149,48.37,2023,13,13,0,0,2,0.0,None,None,None,1.0
17866,95174,10.45,2023,1,1,1,1,0,35.0,None,Individual,None,0.99
17869,95178,33.3,2023,6,6,0,0,2,0.0,None,None,None,0.94
17871,95179,23.26,2023,1,0,0,0,1,0.0,None,None,None,0.98
17874,95188,49.08,2023,13,13,0,0,2,0.0,None,None,None,1.0
17876,95191,11.98,2023,1,0,0,0,1,0.0,None,None,None,0.8483
17879,95192,48.37,2023,15,13,0,0,2,0.0,None,None,None,0.74
17881,95194,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17882,95195,196.93,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
17884,95198,196.93,2023,5,0,1,0,1,37.0,None,Individual,None,0.86
17885,95200,196.93,2023,1,1,1,1,0,33.0,None,Individual,None,0.9696
17887,95204,33.3,2023,18,18,1,1,1,0.0,None,Individual,None,0.5867
17888,95212,1856.78,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
17890,95221,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17892,95222,59.73,2023,1,1,0,0,1,0.0,None,None,None,1.0
17893,95223,196.93,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
17895,95226,20.98,2023,1,0,0,0,1,0.0,None,None,None,0.94
17897,95229,1092.82,2023,1,0,0,0,1,0.0,None,None,None,1.0
17899,95234,23.35,2023,1,1,0,0,1,0.0,None,None,Individual,0.62
17901,95237,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17903,95238,1.84,2023,1,1,0,0,1,0.0,None,None,None,0.8886
17904,95241,1811.34,2023,1,0,1,0,0,42.0,None,Individual,None,0.99
17905,95246,51.24,2023,1,0,1,0,0,26.0,None,Individual,None,0.998
17908,95254,33.3,2023,48,29,18,10,2,43.78,None,Full Season,Individual,0.6633
17911,95257,26.81,2023,1,1,0,0,2,0.0,None,None,None,1.0
17913,95258,16.19,2023,18,6,1,1,1,0.0,None,Individual,None,0.5867
17915,95259,11.04,2023,2,0,1,0,1,23.0,None,Individual,None,0.7475
17916,95265,1425.53,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
17917,95269,2.83,2023,1,1,1,1,0,23.0,None,Individual,None,0.88
17919,95270,11.36,2023,2,1,0,0,1,0.0,None,None,None,0.8967
17920,95271,2167.79,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17921,95274,50.46,2023,1,1,1,1,0,25.0,None,Individual,None,1.0
17923,95281,38.67,2023,1,1,0,0,1,0.0,None,None,None,0.9917
17925,95285,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17926,95297,16.19,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
17928,95305,9.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
17929,95307,1595.62,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17931,95308,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17933,95313,25.94,2023,1,0,0,0,1,0.0,None,None,None,0.9967
17935,95314,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17936,95326,196.93,2023,1,0,1,0,0,193.0,None,Individual,None,1.0
17938,95331,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17940,95338,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17941,95345,58.29,2023,1,1,1,1,0,55.0,None,Individual,None,0.99
17944,95357,1.84,2023,13,13,0,0,2,0.0,None,None,None,0.9364
17946,95358,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17947,95359,1850.36,2023,1,1,1,1,0,80.0,None,Individual,None,1.0
17949,95360,47.39,2023,1,0,0,0,1,0.0,None,None,None,0.9114
17952,95362,56.49,2023,31,21,1,0,2,0.0,None,Individual,None,0.6067
17954,95363,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17955,95370,1756.9,2023,10,10,10,10,0,33.87,None,Full Season,Individual,0.59
17957,95372,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17960,95380,24.84,2023,31,20,1,0,2,0.0,None,Individual,None,0.5367
17961,95389,196.93,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
17964,95397,82.62,2023,31,26,1,1,2,0.0,None,Individual,None,0.5867
17965,95400,1723.74,2023,1,0,1,0,0,149.0,None,Individual,None,0.95
17966,95407,196.93,2023,1,0,1,0,0,48.0,None,Individual,None,0.9776
17968,95410,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17969,95424,196.93,2023,1,1,1,1,0,48.0,None,Individual,None,1.0
17970,95429,196.93,2023,1,0,1,0,0,42.0,None,Individual,None,0.9993
17972,95431,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
17973,95433,10.85,2023,1,0,1,0,0,33.0,None,Individual,None,0.9833
