,dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
6069,26521,11.04,2023,1,0,0,0,1,0.0,None,None,None,0.99
6070,26527,26.75,2023,17,14,17,14,0,48.0,None,Full Season,Individual,0.8
6073,26529,11.04,2023,31,30,1,1,2,0.0,None,Individual,None,0.5167
6075,26533,33.3,2023,1,0,0,0,1,0.0,None,None,None,0.99
6077,26543,37.51,2023,2,0,0,0,1,0.0,None,None,None,0.97
6080,26544,48.37,2023,45,39,15,15,2,28.4,None,Full Season,Individual,0.57
6081,26545,196.93,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6083,26564,11.04,2023,2,0,0,0,1,0.0,None,None,None,1.0
6085,26571,27.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
6086,26575,27.17,2023,1,1,1,1,0,38.0,None,Individual,None,0.85
6088,26578,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
6091,26604,26.81,2023,48,29,18,10,2,116.86,None,Full Season,Full Season,0.51
6092,26607,196.93,2023,1,0,1,0,0,70.0,None,Individual,None,0.8368
6093,26608,120.14,2023,1,0,1,0,0,59.0,None,Individual,None,1.0
6096,26614,23.35,2023,13,13,0,0,2,0.0,None,None,None,1.0
6098,26615,62.69,2023,1,1,0,0,1,0.0,None,None,None,0.9308
6099,26618,13.37,2023,17,12,17,12,0,69.0,None,Full Season,Individual,0.62
6101,26622,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6104,26624,42.31,2023,31,19,1,0,2,0.0,None,None,None,0.3667
6105,26636,196.93,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
6107,26640,13.28,2023,3,0,0,0,1,0.0,None,None,None,0.8783
6110,26645,47.39,2023,31,22,1,0,2,0.0,None,Individual,None,0.6167
6113,26661,196.93,2023,13,13,0,0,2,0.0,None,None,None,0.989
6114,26663,19.63,2023,1,1,1,1,0,69.0,None,Individual,None,0.99
6116,26693,5.68,2023,2,0,1,0,1,37.0,None,Individual,None,0.67
6118,26714,38.15,2023,1,0,0,0,1,0.0,None,None,None,0.5885
6121,26718,58.32,2023,31,23,1,0,2,0.0,None,Individual,None,0.6032
6123,26731,26.75,2023,18,11,1,0,1,0.0,None,Individual,None,0.6367
6124,26759,196.93,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
6127,26761,41.7,2023,7,7,0,0,2,0.0,None,None,None,1.0
6129,26785,2.83,2023,1,0,0,0,1,0.0,None,None,None,0.98
6131,26790,12.75,2023,1,0,0,0,1,0.0,None,None,None,0.8183
6132,26805,1.84,2023,2,1,2,1,0,32.4,None,None,None,0.8067
6135,26814,19.63,2023,48,35,18,13,2,24.32,None,Full Season,Individual,0.8187
6137,26815,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6139,26817,46.07,2023,4,0,2,0,1,30.0,None,Individual,None,0.86
6141,26830,27.58,2023,1,0,0,0,1,0.0,None,None,None,1.0
6144,26834,33.3,2023,48,44,18,17,2,63.23,None,Full Season,Individual,0.6775
6146,26840,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
6148,26842,59.13,2023,1,0,0,0,1,0.0,None,None,None,1.0
6150,26859,11.36,2023,1,0,0,0,1,0.0,None,None,None,0.8783
6151,26864,196.93,2023,1,0,1,0,0,69.0,None,Individual,None,0.8438
6153,26867,1430.66,2023,1,0,0,0,1,0.0,None,None,None,1.0
6155,26868,29.07,2023,1,0,0,0,1,0.0,None,None,None,1.0
6157,26885,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6159,26887,45.06,2023,1,0,0,0,1,0.0,None,None,None,0.9883
6162,26889,8.11,2023,33,27,3,3,2,57.07,None,Individual,Full Season,0.3343
6165,26894,47.74,2023,13,13,0,0,2,0.0,None,None,None,0.8055
6167,26908,196.93,2023,2,1,0,0,1,0.0,None,None,None,1.0
6169,26919,11.04,2023,6,0,0,0,1,0.0,None,None,None,0.96
6171,26934,58.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
6174,26951,33.3,2023,48,39,18,13,2,60.68,None,Full Season,Individual,0.63
6176,26952,24.84,2023,3,0,2,0,1,45.0,None,Individual,None,0.72
6178,26953,50.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
6180,26997,44.68,2023,2,0,1,0,1,33.0,None,Individual,None,0.88
6182,27006,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6185,27021,56.08,2023,31,18,1,0,2,0.0,None,Individual,None,0.6167
6187,27023,26.22,2023,1,0,0,0,1,0.0,None,None,None,0.9967
6190,27027,46.24,2023,48,34,18,14,2,24.32,None,Full Season,Individual,0.64
6191,27049,1768.67,2023,1,0,1,0,0,53.0,None,Individual,None,0.9928
6194,27050,41.92,2023,48,41,18,16,2,38.91,None,Full Season,Individual,0.53
6195,27054,44.7,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
6198,27055,11.08,2023,47,40,18,16,2,63.23,None,Full Season,Individual,0.43
6199,27068,42.31,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6201,27071,38.79,2023,2,0,0,0,1,0.0,None,None,None,0.99
6202,27083,47.74,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6205,27093,59.73,2023,31,21,1,0,2,0.0,None,Individual,None,0.5967
6206,27107,9.54,2023,1,0,1,0,0,37.0,None,Individual,None,0.9946
6209,27114,14.62,2023,31,24,1,1,2,0.0,None,Individual,None,0.4967
6211,27115,33.3,2023,2,0,1,0,1,32.0,None,Individual,None,0.94
6212,27120,27.58,2023,1,1,1,1,0,52.0,None,Individual,None,0.74
6214,27124,10.7,2023,2,0,1,0,1,26.0,None,Individual,None,0.79
6215,27129,29.59,2023,1,1,1,1,0,69.0,None,Individual,None,0.85
6218,27133,46.25,2023,31,24,1,0,2,0.0,None,Individual,None,0.6167
6220,27150,46.24,2023,35,14,18,10,1,38.91,None,Full Season,Full Season,0.48
6222,27156,45.06,2023,1,0,0,0,1,0.0,None,None,None,0.9883
6224,27157,52.21,2023,2,0,0,0,1,0.0,None,None,None,1.0
6227,27170,11.36,2023,48,31,18,13,2,23.61,None,Full Season,Individual,0.56
6229,27177,42.31,2023,3,0,1,0,1,37.0,None,Individual,None,0.86
6230,27182,196.93,2023,1,0,1,0,0,44.0,None,Individual,None,0.996
6233,27183,17.0,2023,30,19,1,1,2,0.0,None,Individual,None,0.4567
6235,27209,1714.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
6236,27211,3784.14,2023,1,0,1,0,0,89.0,None,Individual,None,1.0
6239,27217,7.19,2023,32,25,2,1,2,38.5,None,Individual,Individual,0.41
6241,27223,15.07,2023,2,0,0,0,1,0.0,None,None,None,0.9067
6242,27224,1712.64,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
6243,27225,14.62,2023,2,1,2,1,0,30.0,None,Individual,None,0.99
6245,27226,76.98,2023,2,0,0,0,1,0.0,None,None,None,1.0
6248,27235,14.62,2023,31,24,1,1,2,0.0,None,Individual,None,0.4967
6249,27262,12.75,2023,1,1,1,1,0,38.0,None,Individual,None,0.67
6250,27265,20.13,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6252,27282,196.93,2023,5,0,0,0,1,0.0,None,None,None,0.9788
6254,27288,6.46,2023,3,1,1,1,1,37.0,None,Individual,None,0.65
6255,27316,11.98,2023,1,0,1,0,0,58.0,None,Individual,None,0.9418
6258,27334,42.31,2023,48,37,18,15,2,118.31,None,Full Season,Individual,0.5
6261,27335,52.21,2023,46,33,16,13,2,28.35,None,Full Season,Individual,0.51
6263,27342,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6264,27345,48.6,2023,2,1,2,1,0,27.29,None,Individual,None,0.99
6266,27362,19.63,2023,1,0,0,0,1,0.0,None,None,None,0.54
6268,27365,10.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
6269,27374,196.93,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6271,27375,60.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
6272,27377,6.76,2023,1,0,1,0,0,26.0,None,Individual,None,0.99
6274,27383,2.83,2023,1,0,0,0,1,0.0,None,None,None,0.98
6275,27386,41.92,2023,1,0,1,0,0,60.0,None,Individual,None,0.59
6277,27390,196.93,2023,35,17,18,10,1,28.33,None,Full Season,Individual,0.65
6280,27392,15.07,2023,36,28,6,5,2,46.07,None,Full Season,Individual,0.63
6283,27398,17.0,2023,8,8,0,0,2,0.0,None,None,None,0.98
6286,27413,46.25,2023,48,40,18,15,2,62.52,None,Full Season,Individual,0.8
6288,27420,9.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
6290,27426,47.74,2023,1,1,0,0,1,0.0,None,None,None,1.0
6292,27435,33.3,2023,3,0,0,0,1,0.0,None,None,None,0.98
6295,27447,47.74,2023,48,30,18,11,2,29.18,None,Full Season,Full Season,0.55
6298,27456,48.37,2023,31,25,1,1,2,0.0,None,Individual,None,0.5967
6300,27472,49.08,2023,1,0,0,0,1,0.0,None,None,None,0.995
6302,27484,42.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
6303,27510,55.5,2023,1,1,1,1,0,58.0,None,Individual,None,1.0
6304,27511,13.28,2023,1,0,1,0,0,69.0,None,Individual,None,0.97
6306,27526,27.58,2023,1,0,0,0,1,0.0,None,None,None,1.0
6308,27539,11.36,2023,1,0,0,0,1,0.0,None,None,None,0.8783
6310,27564,23.21,2023,1,0,0,0,1,0.0,None,None,None,0.98
6312,27582,5.79,2023,1,0,0,0,1,0.0,None,None,None,1.0
6314,27587,51.7,2023,1,0,0,0,1,0.0,None,None,None,1.0
6316,27598,47.99,2023,2,0,0,0,1,0.0,None,None,None,1.0
6317,27630,12.75,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
6319,27635,45.06,2023,1,0,0,0,1,0.0,None,None,None,0.9883
6321,27655,17.51,2023,2,0,0,0,1,0.0,None,None,None,0.8793
6322,27671,8.55,2023,1,0,1,0,0,23.0,None,Individual,None,0.9103
6324,27681,52.21,2023,1,0,0,0,1,0.0,None,None,None,1.0
6325,27688,2148.22,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
6326,27693,11.45,2023,2,1,2,1,0,37.86,None,Individual,None,0.85
6328,27696,25.16,2023,2,0,0,0,1,0.0,None,None,None,0.9967
6330,27707,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
6331,27708,46.25,2023,1,0,1,0,0,37.0,None,Individual,None,0.9958
6334,27710,11.45,2023,31,18,1,0,2,0.0,None,Individual,None,0.5467
6336,27720,2.83,2023,1,0,0,0,1,0.0,None,None,None,0.98
6338,27731,20.13,2023,6,1,3,1,1,42.48,None,Individual,None,0.54
6340,27743,24.84,2023,2,1,1,1,1,52.0,None,Individual,None,0.87
6342,27754,5.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
6343,27763,243.96,2023,1,1,1,1,0,44.0,None,Individual,None,0.99
6345,27772,38.2,2023,1,0,0,0,1,0.0,None,None,None,0.9517
6347,27776,48.26,2023,7,2,1,1,1,37.0,None,Individual,None,0.83
6349,27803,23.21,2023,1,0,0,0,1,0.0,None,None,None,0.98
6350,27806,196.93,2023,1,1,1,1,0,59.0,None,Individual,None,1.0
6351,27811,56.08,2023,1,0,1,0,0,65.0,None,Individual,None,1.0
6353,27867,44.96,2023,1,1,0,0,1,0.0,None,None,None,1.0
6355,27891,1.84,2023,3,0,0,0,1,0.0,None,None,None,0.9118
6356,27894,23.26,2023,17,12,17,12,0,38.35,None,Full Season,Individual,0.5
6357,27896,47.39,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
6359,27899,50.84,2023,10,3,0,0,1,0.0,None,None,None,0.91
6361,27909,12.29,2023,1,0,0,0,1,0.0,None,None,None,0.8483
6362,27914,38.79,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
6364,27920,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6366,27929,1550.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
6367,27934,196.93,2023,1,0,1,0,0,633.75,None,Full Season,None,1.0
6369,27945,1721.46,2023,2,2,1,1,1,55.0,None,Individual,None,0.97
6372,27948,44.7,2023,13,13,0,0,2,0.0,None,None,None,1.0
6374,27958,50.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
6375,27976,10.85,2023,1,1,1,1,0,60.0,None,Individual,None,0.998
6377,27977,41.7,2023,1,1,0,0,1,0.0,None,None,None,1.0
6380,27980,48.6,2023,1,1,0,0,2,0.0,None,None,None,1.0
6383,27985,37.83,2023,31,22,1,1,2,0.0,None,Individual,None,0.5967
6385,27998,17.84,2023,2,0,0,0,1,0.0,None,None,None,1.0
6386,28002,42.7,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
6388,28007,22.4,2023,18,11,1,0,1,0.0,None,Individual,None,0.6267
6391,28029,62.69,2023,43,27,18,11,2,38.91,None,Full Season,Full Season,0.49
6394,28034,11.45,2023,31,22,1,0,2,0.0,None,Individual,None,0.5567
6396,28044,164.2,2023,1,1,0,0,1,0.0,None,None,None,1.0
6397,28053,9.54,2023,1,0,1,0,0,0.0,None,Individual,None,1.0
6400,28054,45.26,2023,31,21,1,1,2,0.0,None,Individual,None,0.5967
6403,28055,49.08,2023,48,41,18,16,2,29.18,None,Full Season,Full Season,0.56
6405,28056,49.08,2023,1,0,0,0,1,0.0,None,None,None,0.995
6407,28067,11.98,2023,1,0,0,0,1,0.0,None,None,None,0.8483
6409,28069,6.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
6412,28101,27.17,2023,31,26,1,1,2,0.0,None,Individual,None,0.5067
6414,28111,10.7,2023,1,0,0,0,1,0.0,None,None,None,1.0
6416,28124,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
6418,28136,22.27,2023,1,0,0,0,1,0.0,None,None,None,1.0
6420,28137,5.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
6422,28169,14.32,2023,1,0,0,0,1,0.0,None,None,None,0.86
6424,28178,82.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
6427,28182,13.28,2023,31,26,1,1,2,0.0,None,Individual,None,0.4967
6428,28183,46.25,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
6429,28190,1807.08,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
6430,28201,58.46,2023,1,0,1,0,0,37.0,None,Individual,None,0.96
6432,28205,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
6435,28210,10.45,2023,13,13,0,0,2,0.0,None,None,None,1.0
6437,28216,41.44,2023,10,1,0,0,1,0.0,None,None,None,0.93
6440,28234,27.17,2023,30,27,1,1,2,0.0,None,Individual,None,0.5167
6442,28236,258.61,2023,1,0,0,0,1,0.0,None,None,None,0.9899
6444,28250,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6446,28268,33.23,2023,2,0,0,0,1,0.0,None,None,None,0.98
6448,28271,47.99,2023,2,0,0,0,1,0.0,None,None,None,1.0
6450,28280,63.09,2023,18,11,1,1,1,0.0,None,Individual,None,0.7167
6452,28296,29.35,2023,1,0,0,0,1,0.0,None,None,None,1.0
6453,28301,11.08,2023,1,0,1,0,0,30.0,None,None,None,0.7864
6456,28303,63.09,2023,18,13,0,0,2,0.0,None,None,None,0.6667
6459,28313,48.37,2023,48,43,18,17,2,63.23,None,Full Season,Individual,0.82
6461,28317,38.15,2023,1,0,0,0,1,0.0,None,None,None,0.5885
6463,28325,50.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
6464,28326,1721.47,2023,1,0,1,0,0,26.0,None,Individual,None,1.0
6467,28330,196.93,2023,31,30,1,1,2,0.0,None,Individual,None,0.6464
6469,28332,11.98,2023,1,1,0,0,1,0.0,None,None,None,0.775
6471,28333,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
6473,28339,38.2,2023,2,0,1,0,1,70.0,None,Individual,None,0.875
6475,28348,14.62,2023,1,0,0,0,1,0.0,None,None,None,0.7667
6477,28356,1733.58,2023,1,0,0,0,1,0.0,None,None,None,1.0
6479,28365,58.29,2023,2,0,0,0,1,0.0,None,None,None,1.0
6481,28368,46.25,2023,2,0,0,0,1,0.0,None,None,None,0.9733
6483,28371,6.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
6485,28390,42.31,2023,1,0,0,0,1,0.0,None,None,None,1.0
6487,28409,44.68,2023,1,1,0,0,1,0.0,None,None,None,1.0
6488,28410,11.45,2023,1,0,1,0,0,26.0,None,Individual,Individual,0.57
6489,28424,10.5,2023,1,1,1,1,0,60.0,None,Individual,None,0.99
6491,28434,27.58,2023,2,0,0,0,1,0.0,None,None,None,1.0
6492,28436,69.88,2023,1,0,1,0,0,60.0,None,Individual,None,0.9898
6493,28459,196.93,2023,1,1,1,1,0,72.0,None,Individual,None,1.0
6495,28461,56.49,2023,2,0,0,0,1,0.0,None,None,None,1.0
6496,28463,23.21,2023,3,3,3,3,0,71.33,None,Flex Plan,None,0.73
6498,28477,1594.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
6500,28482,63.09,2023,1,0,0,0,1,0.0,None,None,None,0.8394
6503,28507,24.84,2023,48,28,18,10,2,170.24,None,Full Season,Individual,0.57
6504,28511,10.7,2023,17,12,17,12,0,52.18,None,Full Season,Individual,0.67
6506,28519,11.45,2023,2,1,0,0,1,0.0,None,None,None,0.6905
6509,28520,62.69,2023,7,7,0,0,2,0.0,None,None,None,1.0
6512,28531,8.11,2023,16,14,0,0,2,0.0,None,None,None,0.64
6515,28544,46.24,2023,32,23,2,1,2,27.08,None,Individual,None,0.63
6517,28570,8.0,2023,2,1,0,0,1,0.0,None,None,None,0.97
6520,28586,61.49,2023,26,20,2,0,2,96.67,None,Individual,None,0.48
6523,28605,48.37,2023,48,39,18,12,2,145.92,None,Full Season,Individual,0.7425
6525,28608,82.18,2023,17,12,16,12,1,68.35,None,Full Season,Individual,0.62
6526,28627,196.93,2023,1,0,1,0,0,33.0,None,Individual,None,0.9807
6529,28636,67.51,2023,48,35,18,14,2,63.23,None,Full Season,Full Season,0.53
6532,28637,11.08,2023,31,18,1,0,2,0.0,None,Individual,None,0.5467
6534,28641,1.84,2023,5,0,1,0,1,42.0,None,Individual,None,0.67
6536,28661,46.25,2023,1,0,0,0,1,0.0,None,None,None,0.9633
6538,28712,48.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
6540,28717,8.0,2023,18,18,1,1,1,0.0,None,Individual,None,0.4767
6542,28720,12.75,2023,1,0,0,0,1,0.0,None,None,None,0.8183
6543,28728,125.04,2023,1,1,1,1,0,77.0,None,Individual,None,1.0
6546,28732,33.3,2023,31,19,1,0,2,0.0,None,Individual,None,0.5667
6547,28733,19.63,2023,2,0,2,0,0,35.0,None,None,None,0.9
6549,28740,1330.73,2023,1,1,0,0,1,0.0,None,None,None,1.0
6550,28746,17.51,2023,1,1,1,1,0,40.0,None,Individual,None,0.98
6551,28758,196.93,2023,1,0,1,0,0,44.0,None,Individual,None,0.996
6554,28764,32.86,2023,31,24,1,1,2,0.0,None,Individual,None,0.5867
6555,28772,196.93,2023,1,1,1,1,0,47.0,None,Individual,None,1.0
6556,28781,42.7,2023,1,1,1,1,0,32.0,None,Individual,None,1.0
6559,28782,50.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
6560,28785,27.17,2023,1,0,1,0,0,42.0,None,Individual,None,0.9889
6562,28787,38.2,2023,1,1,0,0,1,0.0,None,None,None,0.9917
6564,28800,46.25,2023,1,0,0,0,1,0.0,None,None,None,0.9633
6565,28805,17.0,2023,1,1,1,1,0,28.0,None,Individual,None,0.99
6568,28807,51.68,2023,13,13,0,0,2,0.0,None,None,None,1.0
6570,28808,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6573,28818,42.31,2023,33,21,3,2,2,27.2,None,Flex Plan,None,0.58
6574,28824,24.84,2023,1,1,1,1,0,25.0,None,Individual,None,0.99
6576,28844,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6577,28847,6.46,2023,1,1,1,1,0,58.0,None,Individual,None,1.0
6580,28852,27.17,2023,41,32,18,15,2,303.19,None,Full Season,Individual,0.62
6582,28857,85.08,2023,4,1,0,0,1,0.0,None,None,None,0.99
6585,28862,19.18,2023,31,22,1,0,2,0.0,None,Individual,None,0.4867
6587,28873,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
6590,28874,49.95,2023,31,16,1,0,2,0.0,None,Individual,None,0.5667
6593,28881,60.17,2023,13,13,0,0,2,0.0,None,None,None,1.0
6595,28885,22.4,2023,1,0,0,0,1,0.0,None,None,None,0.99
6598,28893,300.79,2023,33,22,3,1,2,29.38,None,Individual,None,0.57
6600,28896,44.7,2023,1,0,0,0,1,0.0,None,None,None,0.9933
6602,28906,81.02,2023,1,0,0,0,1,0.0,None,None,None,1.0
6605,28911,50.84,2023,31,21,1,0,2,0.0,None,Individual,None,0.5717
6608,28914,38.61,2023,32,25,2,2,2,21.82,None,Individual,None,0.59
6609,28918,13.28,2023,1,0,1,0,0,172.0,None,Individual,None,1.0
6612,28922,196.93,2023,3,2,0,0,2,0.0,None,None,None,1.0
6614,28927,17.0,2023,1,0,0,0,1,0.0,None,None,Individual,0.5628
6617,28930,22.58,2023,3,2,0,0,2,0.0,None,None,None,0.98
6619,28937,10.85,2023,2,0,1,0,1,40.0,None,Individual,None,0.6982
6622,28945,3.97,2023,48,39,18,13,2,61.39,None,Full Season,Individual,0.54
6623,28948,62.25,2023,1,1,1,1,0,72.0,None,Individual,None,0.97
6626,28953,47.74,2023,14,14,1,1,2,0.0,None,Individual,None,0.7986
6628,28992,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6629,29008,46.25,2023,1,0,1,0,0,45.0,None,Individual,None,1.0
6632,29009,17.0,2023,31,25,1,1,2,0.0,None,Individual,None,0.4667
6634,29015,25.94,2023,18,10,17,10,1,69.0,None,Full Season,Individual,0.55
6635,29025,27.58,2023,2,0,2,0,0,76.8,None,Individual,None,0.84
6637,29035,2.83,2023,2,0,1,0,1,32.0,None,Individual,None,0.64
6640,29041,22.4,2023,48,37,18,16,2,63.23,None,Full Season,Individual,0.5475
6641,29062,36.77,2023,1,0,1,0,0,58.0,None,Individual,None,0.74
6644,29064,53.53,2023,48,33,18,13,2,194.56,None,Full Season,Individual,0.5658
6645,29069,47.99,2023,1,0,1,0,0,80.0,None,Individual,None,0.87
6646,29072,159.79,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
6649,29082,156.22,2023,31,25,1,1,2,0.0,None,Individual,None,0.6167
6650,29088,196.93,2023,1,0,1,0,0,44.0,None,None,None,0.8779
6653,29089,65.22,2023,13,13,0,0,2,0.0,None,None,None,0.7846
6654,29092,196.93,2023,1,1,1,1,0,42.0,None,Individual,None,1.0
6655,29097,196.93,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
6657,29099,53.83,2023,1,0,0,0,1,0.0,None,None,None,1.0
6660,29115,59.73,2023,31,21,1,1,2,0.0,None,Individual,None,0.5867
6662,29140,6.76,2023,1,0,0,0,1,0.0,None,None,None,1.0
6664,29147,12.29,2023,1,0,0,0,1,0.0,None,None,None,0.8483
6666,29177,21.19,2023,1,0,0,0,1,0.0,None,None,None,0.94
6669,29184,38.61,2023,7,7,0,0,2,0.0,None,None,None,1.0
6670,29194,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.5917
6672,29199,1711.88,2023,1,0,0,0,1,0.0,None,None,None,1.0
6674,29210,46.24,2023,2,0,1,0,1,53.0,None,Individual,None,0.9117
6677,29224,48.6,2023,13,13,0,0,2,0.0,None,None,None,1.0
6679,29237,66.1,2023,1,0,0,0,1,0.0,None,None,None,0.996
6682,29246,29.35,2023,48,29,18,11,2,114.34,None,Full Season,Full Season,0.5025
6685,29253,28.66,2023,13,13,0,0,2,0.0,None,None,None,1.0
6687,29274,82.62,2023,1,1,0,0,1,0.0,None,None,None,1.0
6689,29275,38.86,2023,2,0,0,0,1,0.0,None,None,None,0.99
6691,29296,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
6692,29302,6.14,2023,1,0,1,0,0,45.0,None,Individual,None,0.9113
6695,29310,47.99,2023,22,14,1,0,2,42.0,None,Individual,None,0.72
6697,29313,26.75,2023,2,0,0,0,1,0.0,None,None,None,1.0
6699,29318,61.49,2023,2,0,1,0,1,37.0,None,Individual,None,0.83
6701,29323,56.49,2023,7,0,1,0,1,37.0,None,Individual,None,0.81
6704,29330,140.28,2023,31,20,1,0,2,0.0,None,Individual,None,0.6267
6705,29333,27.17,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
6708,29345,8.55,2023,14,13,0,0,2,0.0,None,None,None,0.82
6711,29346,65.22,2023,32,22,2,1,2,27.5,None,Individual,None,0.61
6713,29347,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
6715,29352,14.62,2023,1,0,0,0,1,0.0,None,None,None,0.7667
6717,29377,2.83,2023,1,0,0,0,1,0.0,None,None,None,0.98
6720,29380,26.81,2023,31,26,1,1,2,0.0,None,Individual,None,0.5067
6723,29381,11.08,2023,13,13,0,0,2,0.0,None,None,None,1.0
6725,29391,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6728,29406,52.45,2023,31,22,1,0,2,0.0,None,Individual,None,0.5967
6729,29409,17.51,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
6731,29426,33.3,2023,1,0,0,0,1,0.0,None,None,None,0.99
6733,29428,21.19,2023,1,0,0,0,1,0.0,None,None,None,0.94
6734,29433,2.83,2023,1,1,1,1,0,350.0,None,None,None,0.7135
6736,29445,48.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
6738,29448,33.3,2023,1,0,0,0,1,0.0,None,None,None,0.99
6740,29464,38.79,2023,2,1,0,0,1,0.0,None,None,None,1.0
6742,29469,28.66,2023,35,35,18,18,1,38.91,None,Full Season,Full Season,0.6367
6743,29472,42.31,2023,1,0,1,0,0,145.0,None,Individual,None,0.9076
6744,29474,59.13,2023,1,0,1,0,0,45.0,None,Individual,None,1.0
6746,29475,33.23,2023,1,0,0,0,1,0.0,None,None,None,0.99
6748,29480,42.31,2023,1,1,0,0,1,0.0,None,None,None,1.0
6751,29485,24.84,2023,31,25,1,0,2,0.0,None,Individual,None,0.5367
6752,29495,70.42,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
6754,29505,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
6756,29511,38.34,2023,1,0,0,0,1,0.0,None,None,None,0.9517
6758,29516,35.95,2023,1,0,0,0,1,0.0,None,None,None,0.84
6761,29528,59.13,2023,13,13,0,0,2,0.0,None,None,None,1.0
6762,29530,82.62,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
6763,29531,24.84,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
6766,29542,15.07,2023,48,33,18,12,2,28.33,None,Full Season,Individual,0.78
6768,29552,37.83,2023,1,0,0,0,1,0.0,None,None,None,0.95
6771,29556,48.37,2023,31,31,1,1,2,0.0,None,Individual,None,0.6267
6774,29559,65.22,2023,48,34,18,12,2,63.23,None,Full Season,Individual,0.57
6776,29574,36.77,2023,3,0,0,0,1,0.0,None,None,None,0.92
6779,29582,8.0,2023,31,28,1,1,2,0.0,None,Individual,None,0.4867
6781,29592,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6783,29599,196.93,2023,1,0,0,0,1,0.0,None,None,None,0.9972
6784,29603,41.44,2023,1,0,1,0,0,52.0,None,Individual,None,0.99
6786,29607,23.35,2023,1,0,0,0,1,0.0,None,None,None,0.57
6789,29618,10.85,2023,31,19,1,0,2,0.0,None,None,Individual,0.4833
6792,29619,16.19,2023,48,34,18,13,2,28.65,None,Full Season,Individual,0.829
