,id,score
0,2573005,1.0
1,2824720,1.0
2,8593878,1.0
3,8427145,1.0
4,1009967,1.0
5,2055691,1.0
6,1683205,1.0
7,2076309,1.0
8,2505203,1.0
9,3145404,1.0
10,213937,1.0
11,2461898,1.0
12,2036594,1.0
13,755922,1.0
14,2060474,1.0
15,2474075,1.0
16,766757,1.0
17,3360200,1.0
18,592339,1.0
19,1956832,1.0
20,2764383,1.0
21,1839089,1.0
22,1516578,1.0
23,126684,1.0
24,446826,1.0
25,2375675,1.0
26,953923,1.0
27,1475318,1.0
28,2579177,1.0
29,2796973,1.0
30,1718014,1.0
31,2355854,1.0
32,74857,1.0
33,244625,1.0
34,1967624,1.0
35,1501126,1.0
36,2972261,1.0
37,2526514,1.0
38,2896700,1.0
39,2606802,1.0
40,778549,1.0
41,2716253,1.0
42,2586060,1.0
43,2281536,1.0
44,3114402,1.0
45,2903755,1.0
46,1660404,1.0
47,1846792,1.0
48,3394939,1.0
49,825302,1.0
50,1326095,1.0
51,1888368,1.0
52,2036260,1.0
53,835826,1.0
54,1251707,1.0
55,1265013,1.0
56,491877,1.0
57,737771,1.0
58,3476402,1.0
59,561442,1.0
60,3425968,1.0
61,3549159,1.0
62,1764171,1.0
63,2491941,1.0
64,819764,1.0
65,862545,1.0
66,892315,1.0
67,2245540,1.0
68,2529000,1.0
69,2227169,1.0
70,956967,1.0
71,3080950,1.0
72,2600888,1.0
73,947758,1.0
74,746772,1.0
75,2968016,1.0
76,1251304,1.0
77,940029,1.0
78,2609250,1.0
79,1957792,1.0
80,1812052,1.0
81,2685114,1.0
82,3549760,1.0
83,3600245,1.0
84,2716993,1.0
85,2606674,1.0
86,2842869,1.0
87,2591643,1.0
88,991402,1.0
89,3470683,1.0
90,423653,1.0
91,3248323,1.0
92,349343,1.0
93,1371829,1.0
94,3262433,1.0
95,1707224,1.0
96,1855667,1.0
97,1646955,1.0
98,3211836,1.0
99,648158,1.0
100,3396992,1.0
101,1854458,1.0
102,607552,1.0
103,491928,1.0
104,811077,1.0
105,579316,1.0
106,321353,1.0
107,473438,1.0
108,8686961,1.0
109,35841,1.0
110,1086565,1.0
111,2540419,1.0
112,3025569,1.0
113,1389695,1.0
114,674969,1.0
115,2431872,1.0
116,2387073,1.0
117,302707,1.0
118,1256286,1.0
119,1740525,1.0
120,1208635,1.0
121,3682116,1.0
122,3682721,1.0
123,3522935,1.0
124,365219,1.0
125,1473211,1.0
126,355719,1.0
127,3344872,1.0
128,419253,1.0
129,3712111,0.9999
130,2142193,0.9999
131,667938,0.9999
132,2240527,0.9999
133,2844023,0.9999
134,1288907,0.9999
135,1359052,0.9999
136,2824952,0.9999
137,2882387,0.9999
138,1954035,0.9999
139,3462009,0.9999
140,1312666,0.9999
141,2331286,0.9999
142,65780,0.9999
143,1069049,0.9999
144,1701019,0.9999
145,1053519,0.9999
146,8627417,0.9999
147,3723932,0.9999
148,2437818,0.9999
149,1753533,0.9999
150,2672065,0.9999
151,1811631,0.9999
152,1497588,0.9999
153,3532109,0.9999
154,3054649,0.9999
155,1252676,0.9999
156,488119,0.9999
157,1619119,0.9999
158,2472049,0.9999
159,1272004,0.9999
160,1370148,0.9999
161,3640434,0.9999
162,1999717,0.9999
163,1584688,0.9999
164,816443,0.9999
165,2287639,0.9999
166,2993923,0.9999
167,3060854,0.9999
168,733065,0.9999
169,2907094,0.9999
170,3733981,0.9999
171,1255066,0.9999
172,1888232,0.9999
173,1970920,0.9999
174,138613,0.9999
175,3363738,0.9999
176,3748807,0.9999
177,1678820,0.9999
178,338866,0.9999
179,3566468,0.9999
180,2730392,0.9999
181,3439955,0.9999
182,742214,0.9999
183,2207909,0.9999
184,2947757,0.9999
185,1614172,0.9999
186,825232,0.9999
187,1477268,0.9999
188,2903163,0.9999
189,1227598,0.9999
190,3212165,0.9999
191,86769,0.9999
192,1086629,0.9999
193,2800918,0.9999
194,2142638,0.9999
195,2796131,0.9999
196,416301,0.9999
197,666537,0.9999
198,758527,0.9999
199,1900495,0.9999
200,1445862,0.9999
201,2825288,0.9999
202,679856,0.9999
203,1544405,0.9999
204,3340416,0.9999
205,3510898,0.9999
206,8582251,0.9999
207,2730236,0.9999
208,1233612,0.9999
209,1050100,0.9999
210,296119,0.9999
211,3452599,0.9999
212,1062177,0.9999
213,1195517,0.9999
214,3730112,0.9999
215,885767,0.9999
216,1844114,0.9999
217,2506735,0.9999
218,468100,0.9999
219,1630107,0.9999
220,2799470,0.9999
221,3695663,0.9999
222,2478077,0.9999
223,2652598,0.9999
224,2188113,0.9999
225,2502164,0.9999
226,3683762,0.9999
227,3400082,0.9999
228,3382798,0.9999
229,3718359,0.9999
230,3669920,0.9999
231,23986,0.9999
232,2754507,0.9999
233,2876761,0.9999
234,3091681,0.9999
235,2969475,0.9999
236,935982,0.9999
237,327154,0.9999
238,78965,0.9999
239,2907861,0.9999
240,1844563,0.9999
241,1061594,0.9999
242,3575838,0.9999
243,885540,0.9999
244,1224749,0.9999
245,462852,0.9999
246,3419033,0.9999
247,47266,0.9999
248,2910487,0.9999
249,3014809,0.9999
250,1429781,0.9999
251,2765995,0.9999
252,1189585,0.9999
253,1815981,0.9999
254,1498885,0.9999
255,1030958,0.9999
256,1396203,0.9999
257,1196984,0.9999
258,1900996,0.9999
259,2575237,0.9999
260,3615867,0.9999
261,2939269,0.9999
262,1553093,0.9999
263,384127,0.9999
264,174341,0.9999
265,1861911,0.9999
266,3490813,0.9999
267,1872879,0.9999
268,3280296,0.9999
269,2639940,0.9999
270,955090,0.9999
271,2751071,0.9999
272,3059096,0.9999
273,321455,0.9999
274,2074197,0.9999
275,1834051,0.9999
276,696052,0.9999
277,373272,0.9999
278,259035,0.9999
279,2447389,0.9999
280,815057,0.9999
281,3532142,0.9999
282,2284662,0.9999
283,2875810,0.9999
284,2741348,0.9999
285,2355989,0.9999
286,1228013,0.9999
287,3427816,0.9999
288,616425,0.9999
289,856356,0.9999
290,1026180,0.9999
291,3607670,0.9999
