dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
46,2022,Flex Plan,312.0,2022-07-13,0.88,10,730,150,38.2,0,0,0,0,0,0,0.9758,0.0242
121,2022,Full Season,875.5,2022-08-13,0.58,159,730,950,57.52,1,2,2,0,0,0,0.5732,0.4268
157,2022,Full Season,850.0,2022-08-13,0.83,33,1095,1095,17.84,0,3,0,0,0,0,0.5012,0.4988
246,2022,Full Season,2276.3,2022-08-13,0.79,101,1095,1094,12.75,0,0,0,1,0,1,0.342,0.658
282,2022,Full Season,1575.9,2022-08-13,0.79,100,1095,1094,2.83,0,3,0,0,0,0,0.5915,0.4085
308,2022,Full Season,1575.9,2022-08-13,1.0,110,1095,1109,38.2,0,1,0,0,0,0,0.7735,0.2265
345,2022,Full Season,1267.5,2022-03-12,1.0,103,365,103,3764.39,0,0,0,0,0,0,0.7983,0.2017
354,2022,Full Season,875.5,2022-08-13,0.75,159,1095,1054,29.38,0,1,1,0,0,0,0.809,0.191
420,2022,Full Season,1575.9,2022-08-13,0.63,103,730,1000,26.75,0,3,1,0,0,0,0.6837,0.3163
441,2022,Full Season,787.95,2022-08-13,0.58,162,1095,1056,52.45,1,1,1,1,0,0,0.5777,0.4223
503,2022,Full Season,1870.0,2022-08-13,0.92,162,1095,1091,39.09,0,0,1,0,0,0,0.7162,0.2838
507,2022,Full Season,700.4,2022-07-13,0.33,162,1095,1087,23.14,2,0,1,1,0,0,0.8467,0.1533
522,2022,Full Season,10506.0,2022-08-13,0.71,159,1095,1111,17.84,0,1,1,0,0,0,0.5053,0.4947
549,2022,Full Season,1575.9,2022-08-13,0.46,100,1095,1060,56.49,0,1,0,2,0,0,0.5666,0.4334
552,2022,Full Season,437.75,2022-07-30,0.25,159,730,988,30.3,0,1,0,2,0,0,0.8098,0.1902
594,2022,Full Season,3452.92,2022-08-13,1.0,5,1095,1087,50.46,0,1,0,0,0,0,0.6405,0.3595
621,2022,Full Season,2698.92,2022-04-09,0.44,32,730,963,82.18,1,1,1,0,0,1,0.2766,0.7234
632,2022,Full Season,1800.9,2022-08-13,0.59,162,1095,1094,52.45,2,1,2,0,0,0,0.5576,0.4424
780,2022,Full Season,5253.0,2022-08-13,0.92,159,1095,964,26.75,0,2,0,0,0,1,0.3605,0.6395
798,2022,Full Season,2801.6,2022-08-13,0.83,100,1095,1054,49.08,0,2,0,0,0,1,0.1694,0.8306
809,2022,Full Season,986.36,2022-08-13,1.25,22,1095,1054,13.28,0,0,0,0,0,0,0.8398,0.1602
839,2022,Full Season,963.05,1970-01-01,0.0,162,1095,999,26.22,0,0,0,1,0,0,0.9304,0.0696
841,2022,Full Season,1138.15,2022-08-13,0.25,47,365,754,56.49,0,0,0,2,0,0,0.6735,0.3265
861,2022,Full Season,2276.3,2022-08-13,0.79,99,1095,1006,26.75,0,1,1,0,0,0,0.6184,0.3816
862,2022,Full Season,2346.0,2022-08-13,0.83,1,365,226,33.3,0,3,0,0,0,0,0.9381,0.0619
928,2022,Full Season,1138.15,2022-08-13,0.92,162,1095,1094,12.29,1,2,0,0,0,0,0.5802,0.4198
995,2022,Full Season,3570.0,2022-08-13,0.99,161,1095,1060,48.37,0,1,0,0,0,0,0.5798,0.4202
1009,2022,Full Season,1525.48,2022-08-13,0.79,16,730,747,52.21,0,2,0,0,0,1,0.3084,0.6916
1018,2022,Full Season,2363.85,2022-07-16,0.5,162,730,738,50.46,1,2,0,1,0,0,0.6121,0.3879
1039,2022,Full Season,1225.7,2022-08-13,0.92,106,1095,962,52.45,0,0,1,0,0,0,0.5164,0.4836
1156,2022,Full Season,1156.0,2022-08-13,0.54,32,365,257,12.29,0,1,1,1,0,0,0.5053,0.4947
1186,2022,Full Season,2295.0,2022-08-13,0.5,162,1095,958,20.13,2,0,1,1,0,0,0.7011,0.2989
1201,2022,Full Season,1050.6,2022-08-13,0.83,161,1095,1091,81.02,0,3,0,0,0,1,0.4637,0.5363
