dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
46,2022,Flex Plan,312.0,2022-07-13,0.88,10,730,150,38.2,0,0,0,0,0,0,0.9915,0.0085
107,2022,Full Season,12257.0,2022-07-16,0.61,162,730,949,48.37,0,0,0,1,0,0,0.8192,0.1808
121,2022,Full Season,875.5,2022-07-16,0.55,159,730,950,57.52,0,1,2,0,0,0,0.6973,0.3027
157,2022,Full Season,850.0,2022-07-30,0.82,33,1095,1095,17.84,1,3,0,0,0,0,0.7824,0.2176
246,2022,Full Season,2276.3,2022-07-30,0.77,101,1095,1094,12.75,0,0,0,1,0,0,0.6465,0.3535
282,2022,Full Season,1575.9,2022-07-30,0.77,100,1095,1094,2.83,0,3,0,0,0,0,0.8736,0.1264
286,2022,Full Season,437.75,2022-07-30,0.55,159,730,988,58.46,1,3,0,1,0,0,0.7655,0.2345
308,2022,Full Season,1575.9,2022-07-30,1.0,110,1095,1109,38.2,0,1,0,0,0,0,0.8414,0.1586
345,2022,Full Season,1267.5,2022-03-12,1.0,103,365,103,3764.39,0,0,0,0,0,0,0.8567,0.1433
354,2022,Full Season,875.5,2022-07-30,0.73,159,1095,1054,29.38,0,1,1,0,0,0,0.7591,0.2409
420,2022,Full Season,1575.9,2022-07-30,0.59,103,730,1000,26.75,0,3,1,0,0,0,0.7786,0.2214
441,2022,Full Season,787.95,2022-07-16,0.55,162,1095,1056,52.45,0,0,1,1,0,0,0.8036,0.1964
503,2022,Full Season,1870.0,2022-07-30,0.91,162,1095,1091,39.09,0,0,1,0,0,0,0.7735,0.2265
507,2022,Full Season,700.4,2022-07-13,0.36,162,1095,1087,23.14,1,1,0,1,0,0,0.8121,0.1879
522,2022,Full Season,10506.0,2022-07-30,0.68,159,1095,1111,17.84,0,1,1,0,0,0,0.6769,0.3231
549,2022,Full Season,1575.9,2022-07-30,0.41,100,1095,1060,56.49,3,1,0,2,0,0,0.6466,0.3534
552,2022,Full Season,437.75,2022-07-30,0.27,159,730,988,30.3,4,1,0,2,0,0,0.7429,0.2571
594,2022,Full Season,3452.92,2022-07-30,1.0,5,1095,1087,50.46,1,1,0,0,0,0,0.5502,0.4498
621,2022,Full Season,3066.64,2022-04-09,0.44,32,730,963,82.18,1,1,1,0,0,1,0.4212,0.5788
632,2022,Full Season,1800.9,2022-07-13,0.6,162,1095,1094,52.45,1,2,1,0,0,1,0.3146,0.6854
780,2022,Full Season,5253.0,2022-07-30,0.91,159,1095,964,26.75,0,2,0,0,0,0,0.8052,0.1948
798,2022,Full Season,2801.6,2022-07-30,0.82,100,1095,1054,49.08,1,2,0,0,0,0,0.5045,0.4955
809,2022,Full Season,886.4,2022-07-30,1.33,22,1095,1054,13.28,0,0,0,0,0,0,0.967,0.033
839,2022,Full Season,963.05,1970-01-01,0.0,162,1095,999,26.22,0,0,0,1,0,0,0.8845,0.1155
841,2022,Full Season,1138.15,2022-07-30,0.18,47,365,754,56.49,7,0,0,2,0,0,0.8103,0.1897
861,2022,Full Season,2276.3,2022-07-30,0.77,99,1095,1006,26.75,0,1,1,0,0,0,0.5678,0.4322
862,2022,Full Season,2346.0,2022-07-30,0.82,1,365,226,33.3,0,3,0,0,0,0,0.6682,0.3318
885,2022,Full Season,2276.3,2022-07-30,0.73,99,730,963,12.75,1,2,1,0,0,0,0.5655,0.4345
928,2022,Full Season,1138.15,2022-07-16,0.91,162,1095,1094,12.29,0,1,0,0,0,0,0.8707,0.1293
995,2022,Full Season,3570.0,2022-07-30,0.99,161,1095,1060,48.37,0,1,0,0,0,0,0.7121,0.2879
1009,2022,Full Season,1525.48,2022-07-30,0.77,16,730,747,52.21,0,2,0,0,0,0,0.5156,0.4844
1018,2022,Full Season,2363.85,2022-07-16,0.55,162,730,738,50.46,0,1,0,1,0,0,0.7688,0.2312
1039,2022,Full Season,1225.7,2022-07-30,0.91,106,1095,962,52.45,0,0,1,0,0,0,0.6299,0.3701
1156,2022,Full Season,1156.0,2022-07-30,0.5,32,365,257,12.29,0,1,1,1,0,0,0.8994,0.1006
1186,2022,Full Season,2295.0,2022-07-13,0.45,162,1095,958,20.13,1,1,0,1,0,0,0.8271,0.1729
1201,2022,Full Season,1050.6,2022-07-30,0.82,161,1095,1091,81.02,1,3,0,0,0,0,0.6508,0.3492
1223,2022,Full Season,952.0,2022-07-30,0.91,86,365,311,0.0,0,1,0,0,0,0,0.7613,0.2387
1244,2022,Full Season,2276.3,2022-07-30,0.91,101,1095,1091,17.51,0,2,0,0,0,0,0.8253,0.1747
1267,2022,Flex Plan,564.0,2022-07-30,1.0,13,1095,113,17.0,1,1,0,0,0,0,0.9824,0.0176
1352,2022,Full Season,1864.32,2022-05-14,0.15,162,1095,954,8.11,3,1,0,2,0,0,0.712,0.288
1408,2022,Full Season,476.0,2022-07-30,0.45,9,1095,828,38.2,6,1,0,1,0,0,0.9366,0.0634
1442,2022,Full Season,477.98,2022-05-28,0.44,159,730,610,8.0,1,3,1,0,0,0,0.6601,0.3399
1529,2022,Full Season,787.95,2022-07-30,0.73,162,1095,1087,14.62,1,2,1,0,0,0,0.7562,0.2438
1667,2022,Full Season,664.02,1970-01-01,0.0,5,1095,1074,56.08,0,0,0,1,0,0,0.9055,0.0945
1700,2022,Full Season,437.75,2022-07-30,0.91,159,730,744,29.7,0,0,1,0,0,0,0.5664,0.4336
1705,2022,Full Season,3064.32,2022-07-30,0.64,162,1095,1070,17.91,0,0,0,1,0,0,0.8524,0.1476
1795,2022,Full Season,1050.6,2022-07-16,0.55,161,1095,1090,22.27,0,3,1,0,0,0,0.8494,0.1506
1835,2022,Full Season,2188.75,2022-07-13,0.64,33,1095,1094,68.41,1,4,0,0,0,1,0.2892,0.7108
1840,2022,Full Season,2276.3,2022-07-30,0.82,162,730,969,46.25,0,2,0,0,0,0,0.605,0.395
1870,2022,Full Season,2276.3,2022-07-30,0.77,162,1095,942,74.68,1,3,0,0,0,0,0.6351,0.3649
1974,2022,Full Season,2188.75,2022-07-30,0.84,159,1095,1054,10.46,0,1,0,0,0,0,0.8383,0.1617
1986,2022,Full Season,525.3,2022-06-25,0.64,161,730,950,11.45,2,2,1,0,0,0,0.642,0.358
1991,2022,Full Season,452.0,2022-07-30,0.91,17,730,956,17.91,0,2,0,0,0,0,0.9486,0.0514
2138,2022,Full Season,2101.2,2022-07-30,0.41,161,1095,1094,12.29,1,1,1,1,0,0,0.8203,0.1797
2189,2022,Full Season,875.5,2022-07-30,0.77,86,1095,1103,44.68,0,3,0,0,0,0,0.5228,0.4772
2192,2022,Full Season,1428.0,2022-07-30,0.5,99,365,387,17.84,0,0,1,1,0,0,0.8015,0.1985
2218,2022,Full Season,2276.3,2022-07-13,0.32,162,730,980,17.84,1,1,1,1,0,0,0.687,0.313
2270,2022,Full Season,1972.0,2022-07-30,1.0,24,365,503,11.45,0,1,0,0,0,0,0.9087,0.0913
2319,2022,Full Season,2276.3,2022-07-13,0.73,162,730,964,8.17,1,3,0,0,0,0,0.6056,0.3944
2322,2022,Half Season,986.0,2022-07-30,0.75,28,365,491,21.65,0,0,1,0,0,0,0.9049,0.0951
2515,2022,Flex Plan,200.0,2022-07-13,1.0,15,730,81,12.75,0,0,0,0,0,0,0.9965,0.0035
2542,2022,Full Season,1575.9,2022-07-30,0.95,162,1095,1060,35.95,0,1,0,0,0,0,0.8794,0.1206
2601,2022,Full Season,3414.45,2022-07-16,0.45,162,1095,1067,65.22,0,1,2,0,0,0,0.6457,0.3543
2607,2022,Full Season,6800.0,2022-07-30,0.77,113,1095,1090,17.84,0,0,0,1,0,0,0.7602,0.2398
2609,2022,Full Season,8500.0,2022-07-30,0.59,99,365,324,8.11,0,1,1,0,0,1,0.4682,0.5318
2613,2022,Full Season,3414.45,2022-07-16,0.76,162,1095,991,59.73,0,0,1,0,0,1,0.4895,0.5105
2614,2022,Full Season,1400.8,2022-07-30,0.77,162,730,964,13.28,1,1,1,0,0,0,0.7492,0.2508
2625,2022,Full Season,437.75,2022-05-14,0.36,159,1095,747,23.14,5,0,1,1,0,0,0.7715,0.2285
2648,2022,Full Season,1575.9,2022-07-16,0.55,162,1095,1052,0.0,0,3,1,0,0,0,0.8877,0.1123
2730,2022,Full Season,1698.02,1970-01-01,0.0,162,730,986,47.74,0,0,0,1,0,0,0.6545,0.3455
2748,2022,Full Season,3482.73,2022-07-30,0.83,47,730,754,26.81,0,1,0,0,0,0,0.7175,0.2825
2755,2022,Full Season,674.63,2022-07-30,1.0,22,0,225,11.04,0,1,0,0,0,0,0.9754,0.0246
2817,2022,Full Season,2101.2,2022-07-16,0.82,161,365,500,1.84,0,0,1,0,0,0,0.8564,0.1436
2819,2022,Full Season,143.2,2022-07-30,0.0,32,0,32,0.0,0,0,0,0,0,0,0.9959,0.0041
2824,2022,Full Season,5253.0,2022-07-30,0.86,159,1095,1053,10.46,0,2,0,0,0,0,0.7765,0.2235
2827,2022,Full Season,1138.15,2022-07-30,0.55,95,730,320,0.0,3,1,1,1,0,0,0.8295,0.1705
2844,2022,Full Season,6128.5,2022-07-30,0.77,101,730,747,44.96,1,2,0,0,0,1,0.4416,0.5584
2895,2022,Full Season,6653.8,2022-07-30,0.4,161,1095,1051,17.84,0,0,0,1,0,0,0.8421,0.1579
2896,2022,Full Season,4028.38,2022-07-30,0.8,2,365,142,0.0,0,2,0,0,0,0,0.8551,0.1449
2951,2022,Full Season,3315.0,2022-07-30,0.55,162,730,981,26.75,0,0,1,1,0,0,0.6768,0.3232
3090,2022,Full Season,1530.0,2022-04-24,0.09,162,730,963,0.0,6,0,0,2,0,0,0.8327,0.1673
