dimCustomerMasterId,year,productGrouping,totalSpent,recentDate,attendancePercent,renewedBeforeDays,source_tenure,tenure,distToVenue,recency,missed_games_1,missed_games_2,missed_games_over_2,isNextYear_Buyer,Label,Score_0,Score_1
113967,2022,Full Season,1575.9,2022-07-16,0.91,162,1095,1060,11.36,0,1,0,0,0,0,0.9143,0.0857
114037,2022,Full Season,1283.78,2022-07-16,0.8,5,0,145,1702.78,0,1,0,0,0,0,0.9832,0.0168
114038,2022,Full Season,1987.2,2022-07-16,0.78,134,730,947,65.22,0,0,1,0,0,0,0.8929,0.1071
114064,2022,Full Season,1575.9,2022-07-13,0.59,162,1095,1087,10.5,1,2,1,0,0,0,0.6851,0.3149
114137,2022,Full Season,3852.2,2022-07-16,0.82,162,1095,1053,4167.14,0,2,0,0,0,0,0.8226,0.1774
114186,2022,Full Season,7072.0,2022-05-14,0.45,43,0,268,265.36,5,1,0,1,0,0,0.6575,0.3425
114230,2022,Flex Plan,1600.0,2022-07-13,0.88,15,365,33,10.7,0,0,0,0,0,0,0.9968,0.0032
114506,2022,Full Season,1225.7,2022-07-13,0.68,110,1095,1054,44.96,1,1,1,0,0,0,0.7151,0.2849
114539,2022,Full Season,1050.6,2022-04-09,0.27,161,1095,1090,52.45,7,1,0,1,0,0,0.7827,0.2173
114548,2022,Full Season,2485.76,1970-01-01,0.0,162,1095,982,52.24,0,0,0,1,0,0,0.8244,0.1756
114567,2022,Full Season,1926.1,2022-07-13,0.73,162,1095,1081,45.06,1,3,0,0,0,0,0.6057,0.3943
114668,2022,Full Season,2210.0,2022-07-16,0.91,162,1095,1090,14.62,0,1,0,0,0,0,0.8532,0.1468
114727,2022,Full Season,1473.68,2022-07-16,1.0,19,0,125,23.26,0,0,0,0,0,0,0.9894,0.0106
114892,2022,Full Season,2210.0,2022-07-16,0.32,72,730,993,19.63,0,1,0,2,0,0,0.7654,0.2346
115112,2022,Full Season,1751.0,2022-07-16,0.91,159,730,956,19.18,0,1,0,0,0,0,0.9167,0.0833
115141,2022,Full Season,4250.0,2022-07-13,0.55,159,730,695,1738.8,1,2,0,1,0,0,0.6726,0.3274
115167,2022,Full Season,3151.8,2022-07-16,0.88,161,730,989,318.3,0,1,0,0,0,0,0.9057,0.0943
115269,2022,Full Season,1050.6,1970-01-01,0.0,161,730,975,38.79,0,0,0,1,0,0,0.9466,0.0534
115374,2022,Full Season,2101.2,2022-07-16,0.41,100,1095,1053,0.0,0,1,0,1,0,0,0.8403,0.1597
115413,2022,Full Season,525.3,1970-01-01,0.0,161,730,991,33.3,0,0,0,1,0,0,0.9429,0.0571
115469,2022,Full Season,1155.6,2022-07-13,0.5,9,0,143,44.68,1,2,0,0,0,0,0.6973,0.3027
115473,2022,Full Season,302.4,1970-01-01,0.0,162,1095,808,17.0,0,0,0,1,0,0,0.8993,0.1007
115481,2022,Full Season,12257.0,2022-07-16,0.61,82,1095,1063,23.21,0,3,0,0,0,0,0.5937,0.4063
115504,2022,Full Season,1400.8,2022-04-24,0.32,87,365,597,7.19,6,1,0,1,0,0,0.5545,0.4455
115510,2022,Flex Plan,390.0,2022-07-13,0.7,15,365,33,33.23,0,0,0,0,0,0,0.998,0.002
115535,2022,Full Season,4377.5,1970-01-01,0.0,159,1095,1110,46.07,0,0,0,1,0,0,0.7467,0.2533
115545,2022,Full Season,1138.15,2022-07-16,0.64,80,1095,1090,47.39,0,2,1,0,0,0,0.8236,0.1764
115601,2022,Full Season,3502.0,2022-07-16,0.62,162,1095,1054,52.45,0,1,1,0,0,0,0.665,0.335
115613,2022,Full Season,1826.74,2022-04-09,0.07,162,1095,1094,47.39,4,0,0,2,0,0,0.826,0.174
115684,2022,Full Season,1575.9,2022-07-16,0.64,162,1095,1069,19.63,0,2,1,0,0,0,0.871,0.129
115712,2022,Full Season,2363.85,2022-07-16,0.73,162,1095,1115,46.25,0,1,1,0,0,0,0.7712,0.2288
115782,2022,Full Season,6800.0,1970-01-01,0.0,162,730,723,0.0,0,0,0,1,0,0,0.6171,0.3829
115913,2022,Full Season,6216.32,2022-07-16,0.94,1,730,135,37.83,0,0,0,0,0,0,0.9872,0.0128
115934,2022,Full Season,8500.0,2022-07-16,0.77,102,730,1000,2392.75,0,2,0,0,0,0,0.7897,0.2103
115983,2022,Full Season,2346.0,2022-06-25,0.32,21,1095,1088,47.39,2,0,3,0,0,0,0.7538,0.2462
116026,2022,Full Season,2101.2,1970-01-01,0.0,161,730,947,41.7,0,0,0,1,0,0,0.9153,0.0847
116111,2022,Full Season,1050.6,2022-07-16,0.68,161,1095,1060,63.09,0,1,1,0,0,0,0.9252,0.0748
116327,2022,Full Season,1050.6,1970-01-01,0.0,161,730,739,47.39,0,0,0,1,0,0,0.7597,0.2403
116417,2022,Full Season,1912.72,2022-07-16,1.0,2,0,136,41.92,0,0,0,0,0,0,0.9938,0.0062
116512,2022,Half Season,346.0,2022-07-16,0.67,0,0,133,303.71,0,1,0,0,0,0,0.9899,0.0101
116546,2022,Full Season,3502.0,1970-01-01,0.0,162,1095,1075,47.74,0,0,0,1,0,0,0.6918,0.3082
116573,2022,Full Season,14008.0,2022-07-16,0.68,162,1095,1111,47.74,0,1,1,0,0,0,0.669,0.331
116761,2022,Full Season,2276.3,1970-01-01,0.0,162,730,738,17.0,0,0,0,1,0,0,0.8734,0.1266
116846,2022,Full Season,2363.85,2022-07-16,0.91,162,1095,1091,10.7,0,1,0,0,0,0,0.8658,0.1342
116857,2022,Full Season,437.75,1970-01-01,0.0,159,1095,1034,46.07,0,0,0,1,0,0,0.8638,0.1362
116918,2022,Flex Plan,268.0,2022-07-13,0.63,15,730,890,25.94,0,0,0,0,0,0,0.9703,0.0297
116918,2022,Full Season,875.5,2022-07-16,0.73,159,730,978,25.94,0,1,1,0,0,0,0.9145,0.0855
117047,2022,Full Season,1050.6,2022-07-13,0.64,23,1095,1087,63.09,1,2,1,0,0,0,0.7493,0.2507
117268,2022,Full Season,1138.15,1970-01-01,0.0,162,1095,1090,38.86,0,0,0,1,0,0,0.9422,0.0578
117269,2022,Full Season,9105.2,2022-07-16,0.7,99,730,1010,14.62,0,1,0,0,0,0,0.6733,0.3267
117461,2022,Full Season,1926.1,2022-07-16,0.64,162,1095,960,45.06,0,2,1,0,0,0,0.78,0.22
117683,2022,Full Season,2276.3,2022-07-13,0.18,17,1095,1054,52.21,1,1,0,1,0,1,0.3683,0.6317
117684,2022,Full Season,357.38,1970-01-01,0.0,162,1095,899,48.12,0,0,0,1,0,0,0.8558,0.1442
117691,2022,Full Season,1575.9,2022-07-16,0.91,100,1095,1043,42.31,0,1,0,0,0,0,0.8198,0.1802
117915,2022,Full Season,4202.4,2022-07-16,0.77,161,1095,1075,76.98,0,1,0,0,0,0,0.898,0.102
118004,2022,Full Season,7266.65,2022-07-16,0.66,161,1095,1076,4203.84,0,1,0,0,0,0,0.7637,0.2363
118115,2022,Full Season,1050.6,2022-07-13,0.64,161,1095,1095,63.09,1,2,1,0,0,0,0.8334,0.1666
118136,2022,Full Season,578.0,2022-07-13,0.55,5,0,230,0.0,1,2,0,1,0,0,0.8932,0.1068
118151,2022,Full Season,3852.2,2022-04-09,0.07,162,1095,997,44.68,7,0,0,2,0,0,0.5618,0.4382
118195,2022,Full Season,1400.8,2022-07-16,0.5,162,1095,1059,26.22,0,1,2,0,0,0,0.9316,0.0684
118221,2022,Full Season,437.75,2022-07-16,0.36,159,730,976,17.84,0,1,0,2,0,0,0.9076,0.0924
118222,2022,Full Season,836.8,2022-07-16,0.75,5,730,957,74.68,0,1,0,0,0,0,0.9878,0.0122
118226,2022,Full Season,4377.5,2022-07-16,0.68,102,1095,1101,7.19,0,3,0,0,0,0,0.9062,0.0938
118234,2022,Flex Plan,201.0,1970-01-01,0.0,15,0,33,46.25,0,0,1,0,0,0,0.9964,0.0036
118236,2022,Full Season,2276.3,2022-07-13,0.64,162,1095,1067,22.4,1,4,0,0,0,0,0.6833,0.3167
118245,2022,Full Season,5253.0,2022-07-16,0.86,159,1095,1108,11.04,0,1,0,0,0,0,0.8781,0.1219
118324,2022,Full Season,2801.6,2022-07-16,0.7,98,365,464,0.0,0,2,0,0,0,0,0.6452,0.3548
118329,2022,Full Season,62602.12,2022-06-25,0.96,3,0,137,0.0,0,0,0,0,0,0,0.9575,0.0425
118345,2022,Full Season,22950.0,2022-07-13,0.52,46,365,355,47.39,1,2,0,1,0,1,0.0873,0.9127
118363,2022,Full Season,2035.12,2022-07-13,0.67,22,0,134,0.0,1,1,0,0,0,1,0.4877,0.5123
118373,2022,Full Season,8500.0,2022-07-16,0.73,159,1095,1083,7.19,0,2,0,0,0,0,0.7354,0.2646
118375,2022,Full Season,2801.6,2022-07-16,0.86,162,1095,1060,4375.24,0,1,0,0,0,0,0.897,0.103
118451,2022,Full Season,1225.7,2022-07-13,0.82,99,1095,1059,22.58,1,2,0,0,0,0,0.8053,0.1947
118472,2022,Full Season,3613.36,2022-07-13,0.35,1,1095,955,8.55,1,3,0,1,0,1,0.4075,0.5925
118673,2022,Full Season,649.46,1970-01-01,0.0,162,1095,912,59.13,0,0,0,1,0,0,0.8894,0.1106
118693,2022,Full Season,2210.0,2022-07-16,0.73,162,1095,1062,7.19,0,0,0,1,0,0,0.8858,0.1142
118744,2022,Full Season,1222.9,1970-01-01,0.0,197,730,971,56.49,0,0,0,1,0,0,0.8176,0.1824
118758,2022,Full Season,3151.8,2022-07-16,0.82,159,730,746,1806.48,0,1,0,0,0,0,0.8959,0.1041
118772,2022,Full Season,2072.1,2022-05-28,0.25,2,0,136,0.0,3,0,0,1,0,0,0.9694,0.0306
118808,2022,Flex Plan,641.0,2022-07-16,0.6,26,1095,1075,26.75,0,1,0,0,0,0,0.9853,0.0147
118820,2022,Full Season,2276.3,2022-07-13,0.64,162,730,977,52.24,1,2,1,0,0,0,0.5252,0.4748
118846,2022,Full Season,164.94,1970-01-01,0.0,161,1095,892,46.5,0,0,0,1,0,0,0.9351,0.0649
119507,2022,Full Season,1575.9,2022-04-24,0.14,162,730,948,53.53,6,0,0,2,0,0,0.7399,0.2601
119677,2022,Half Season,2602.0,1970-01-01,0.0,11,1095,944,56.08,0,0,0,1,0,0,0.6779,0.3221
119729,2022,Full Season,1926.1,2022-05-14,0.09,162,730,1005,27.58,5,0,0,2,0,0,0.9125,0.0875
119733,2022,Full Season,5253.0,2022-07-16,0.55,102,1095,1108,20.98,0,1,0,1,0,0,0.7666,0.2334
119829,2022,Full Season,2276.3,2022-07-16,0.82,162,1095,1059,58.29,0,2,0,0,0,0,0.8188,0.1812
119832,2022,Full Season,6128.5,2022-07-16,0.59,162,1095,1111,67.51,0,4,0,0,0,0,0.6287,0.3713
119984,2022,Full Season,1926.1,2022-07-16,0.91,98,730,990,16.2,0,1,0,0,0,0,0.8227,0.1773
120022,2022,Full Season,2101.2,2022-07-16,0.77,161,1095,1068,58.74,0,1,0,0,0,0,0.897,0.103
120065,2022,Full Season,525.3,2022-04-09,0.18,161,1095,1087,17.84,7,2,0,1,0,0,0.7247,0.2753
120285,2022,Full Season,2276.3,2022-07-16,0.59,33,730,980,10.85,0,0,2,0,0,0,0.872,0.128
120366,2022,Full Season,10506.0,2022-07-16,0.76,110,730,958,38.79,0,0,1,0,0,0,0.8173,0.1827
