dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
458,39.09,2022,17,11,17,11,0,20.21,Individual,Full Season,Individual,0.89
458,39.09,2023,18,11,1,0,1,0.0,None,Individual,None,1.0
469,48.37,2022,30,30,17,17,1,14.99,None,Individual,None,0.8983
469,48.37,2023,30,30,0,0,2,0.0,None,None,None,1.0
474,42.19,2022,1,0,1,0,0,28.0,Individual,Individual,None,1.0
474,42.19,2023,3,1,2,1,1,34.14,None,Individual,None,1.0
490,46.25,2022,1,0,1,0,0,30.0,None,Individual,None,0.9146
490,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
507,23.14,2022,30,24,17,11,1,31.74,Full Season,Full Season,Full Season,0.79
507,23.14,2023,48,38,18,14,2,39.15,None,Full Season,None,1.0
515,33.3,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
525,41.92,2022,30,17,17,4,1,119.41,Individual,Full Season,Individual,0.63
525,41.92,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
548,26.81,2022,2,0,2,0,0,29.0,Individual,Individual,Individual,0.69
548,26.81,2023,3,1,1,1,1,23.0,None,Individual,None,1.0
567,26.22,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
567,26.22,2023,1,0,0,0,1,0.0,None,None,None,1.0
576,45.06,2023,1,0,1,0,0,89.0,None,Individual,None,1.0
594,50.46,2022,30,21,17,8,1,115.19,Full Season,Full Season,Full Season,0.59
594,50.46,2023,42,25,12,4,2,143.87,None,Full Season,None,1.0
606,56.08,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
606,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
616,197.81,2022,13,13,0,0,1,0.0,None,None,None,0.9765
616,197.81,2023,13,13,0,0,2,0.0,None,None,None,1.0
621,82.18,2022,30,17,17,4,1,114.27,Full Season,Full Season,None,0.4
621,82.18,2023,39,23,9,6,2,137.13,None,Full Season,None,0.99
627,197.81,2022,1,1,1,1,0,0.0,None,None,None,0.9702
627,197.81,2023,1,1,0,0,1,0.0,None,None,None,1.0
632,52.45,2022,30,25,17,12,1,45.29,Full Season,Full Season,Individual,0.556
632,52.45,2023,48,37,18,12,2,51.29,None,Full Season,None,1.0
642,197.81,2023,2,0,2,0,0,43.0,None,Individual,None,1.0
645,59.73,2022,30,28,17,15,1,37.06,Individual,Full Season,Individual,0.813
645,59.73,2023,31,29,1,1,2,0.0,None,Individual,None,1.0
646,53.83,2022,7,7,0,0,1,0.0,None,None,None,0.99
646,53.83,2023,7,7,0,0,2,0.0,None,None,None,0.99
650,1.84,2022,1,0,1,0,0,28.0,None,Individual,None,0.8647
650,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
651,1836.6,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
664,33.23,2023,3,1,3,1,0,29.0,None,Individual,None,0.91
667,29.38,2022,15,13,2,0,1,28.0,None,Individual,None,0.98
667,29.38,2023,15,13,0,0,2,0.0,None,None,None,1.0
671,54.0,2022,13,13,0,0,1,0.0,None,None,None,1.0
671,54.0,2023,13,13,0,0,2,0.0,None,None,None,1.0
672,21.19,2022,1,0,1,0,0,28.0,None,Individual,Individual,0.5297
672,21.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
688,47.39,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
703,61.71,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
