dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
89322,45.16,2022,13,13,0,0,1,0.0,None,None,None,0.9669
89322,45.16,2023,13,13,0,0,2,0.0,None,None,None,1.0
89352,27.58,2022,30,29,17,16,1,20.59,Individual,Full Season,Individual,0.99
89352,27.58,2023,31,30,1,1,2,0.0,None,Individual,None,1.0
89353,17.0,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
89353,17.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
89357,194.72,2023,1,1,1,1,0,25.0,None,Individual,None,1.0
89369,44.96,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
89369,44.96,2023,1,0,0,0,1,0.0,None,None,None,1.0
89370,33.23,2023,1,0,1,0,0,45.0,None,Individual,None,1.0
89379,48.37,2022,30,22,17,9,1,156.47,Full Season,Full Season,Full Season,0.9208
89379,48.37,2023,48,33,18,11,2,194.56,None,Full Season,None,1.0
89380,16.19,2022,13,13,0,0,1,0.0,None,None,None,1.0
89380,16.19,2023,13,13,0,0,2,0.0,None,None,None,1.0
89385,10.7,2022,9,9,0,0,1,0.0,None,None,None,0.99
89385,10.7,2023,9,9,0,0,2,0.0,None,None,None,1.0
89389,41.44,2022,30,25,17,12,1,152.0,Full Season,Full Season,Full Season,0.8
89389,41.44,2023,48,40,18,15,2,194.56,None,Full Season,None,1.0
89395,194.72,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
89401,194.72,2023,1,1,1,1,0,28.0,None,Individual,None,1.0
89405,194.72,2023,1,0,1,0,0,61.0,None,Individual,None,0.9721
89422,902.89,2023,1,1,1,1,0,83.0,None,Individual,None,1.0
89427,46.25,2022,1,0,1,0,0,52.0,None,Individual,None,1.0
89427,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
89434,22.4,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
89452,283.09,2023,1,1,1,1,0,26.0,None,Individual,None,1.0
89459,23.26,2022,6,6,0,0,1,0.0,Individual,None,None,0.5574
89459,23.26,2023,7,6,1,0,2,80.0,None,Individual,None,0.99
89460,53.83,2022,30,23,17,10,1,16.67,Full Season,Full Season,Full Season,0.73
89460,53.83,2023,48,37,18,14,2,24.32,None,Full Season,None,1.0
89463,56.08,2022,30,28,17,15,1,144.12,Full Season,Full Season,Full Season,0.844
89463,56.08,2023,48,45,18,17,2,170.24,None,Full Season,None,1.0
89473,194.72,2022,17,17,17,17,0,24.71,Individual,Full Season,Individual,0.65
89473,194.72,2023,18,18,1,1,1,0.0,None,Individual,None,1.0
89484,194.72,2023,1,0,1,0,0,52.0,None,Individual,None,1.0
89492,48.26,2023,1,1,1,1,0,23.0,None,Individual,None,1.0
89496,323.42,2022,30,24,17,11,1,29.38,Full Season,Full Season,Full Season,0.92
89496,323.42,2023,48,38,18,14,2,32.72,None,Full Season,None,1.0
89504,53.83,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
89513,194.72,2022,1,0,1,0,0,100.0,None,Individual,None,1.0
89513,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
89520,194.72,2022,1,0,1,0,0,33.0,None,Individual,None,0.9888
89520,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
89523,1419.84,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
89527,58.74,2022,30,26,17,13,1,26.35,Individual,Full Season,Full Season,0.57
89527,58.74,2023,31,26,1,0,2,0.0,None,Individual,None,1.0
89532,41.92,2022,30,21,17,8,1,92.11,Individual,Full Season,Individual,0.73
89532,41.92,2023,31,22,1,1,2,0.0,None,Individual,None,1.0
89540,10.5,2022,1,0,1,0,0,30.0,Individual,Individual,Individual,0.6314
89540,10.5,2023,2,1,1,1,1,25.0,None,Individual,None,1.0
89543,305.43,2022,1,0,1,0,0,150.0,None,Individual,None,1.0
89543,305.43,2023,1,0,0,0,1,0.0,None,None,None,1.0
89550,38.24,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
89553,3725.02,2022,1,0,1,0,0,37.0,None,Individual,None,1.0
89553,3725.02,2023,1,0,0,0,1,0.0,None,None,None,1.0
89554,22.58,2023,9,6,9,6,0,40.94,None,Full Season,None,1.0
89559,1690.96,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
89559,1690.96,2023,1,0,0,0,1,0.0,None,None,None,1.0
89570,1293.39,2022,1,0,1,0,0,41.0,None,Individual,None,0.9992
89570,1293.39,2023,1,0,0,0,1,0.0,None,None,None,1.0
89573,37.51,2022,1,0,1,0,0,28.0,None,Individual,None,0.99
89573,37.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
89585,1.84,2022,1,0,1,0,0,105.0,None,Individual,None,0.86
89585,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
89593,15.07,2022,1,1,1,1,0,60.0,None,Individual,None,1.0
89593,15.07,2023,1,1,0,0,1,0.0,None,None,None,1.0
89594,22.4,2022,2,1,2,1,0,0.0,None,None,None,0.978
89594,22.4,2023,2,1,0,0,1,0.0,None,None,None,1.0
89611,22.27,2022,7,7,0,0,1,0.0,None,None,None,1.0
89611,22.27,2023,7,7,0,0,2,0.0,None,None,None,1.0
89612,1420.07,2022,1,0,1,0,0,37.0,None,Individual,None,1.0
89612,1420.07,2023,1,0,0,0,1,0.0,None,None,None,1.0
89618,271.27,2022,6,6,0,0,1,0.0,None,None,None,0.99
89618,271.27,2023,6,6,0,0,2,0.0,None,None,None,1.0
89621,22.4,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
89621,22.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
89626,12.29,2022,13,13,0,0,1,0.0,None,None,None,0.7741
89626,12.29,2023,13,13,0,0,2,0.0,None,None,None,1.0
89631,41.44,2022,13,13,0,0,1,0.0,None,None,None,1.0
89631,41.44,2023,13,13,0,0,2,0.0,None,None,None,1.0
89632,46.24,2022,30,25,17,12,1,97.22,Full Season,Full Season,Full Season,0.78
89632,46.24,2023,48,41,18,16,2,170.24,None,Full Season,None,1.0
89643,194.72,2022,1,0,1,0,0,36.0,None,Individual,None,0.998
89643,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
89645,120.47,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
89651,663.15,2022,17,7,17,7,0,44.39,Individual,Full Season,Individual,0.69
89651,663.15,2023,18,7,1,0,1,0.0,None,Individual,None,1.0
89657,194.72,2023,1,0,1,0,0,55.0,None,Individual,None,1.0
89662,1482.84,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
89685,38.34,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
89686,46.24,2022,7,7,0,0,1,0.0,None,None,None,1.0
89686,46.24,2023,7,7,0,0,2,0.0,None,None,None,1.0
89712,6886.29,2022,1,0,1,0,0,105.0,None,Individual,None,1.0
89712,6886.29,2023,1,0,0,0,1,0.0,None,None,None,1.0
89721,1667.32,2022,1,1,1,1,0,37.0,None,Individual,None,1.0
89721,1667.32,2023,1,1,0,0,1,0.0,None,None,None,1.0
89723,1844.12,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
89723,1844.12,2023,1,0,0,0,1,0.0,None,None,None,1.0
89728,194.72,2022,1,1,1,1,0,0.0,None,None,None,0.9851
89728,194.72,2023,1,1,0,0,1,0.0,None,None,None,1.0
89730,69.88,2022,13,13,0,0,1,0.0,None,None,None,1.0
89730,69.88,2023,13,13,0,0,2,0.0,None,None,None,1.0
89736,194.72,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
89737,20.13,2022,14,13,1,0,1,75.0,None,Individual,None,0.98
89737,20.13,2023,14,13,0,0,2,0.0,None,None,None,1.0
89739,33.3,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
89739,33.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
89740,50.84,2023,2,1,2,1,0,180.0,None,Individual,None,0.8
89742,82.18,2023,1,1,1,1,0,44.0,None,Individual,None,1.0
89748,22.4,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
89748,22.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
89753,11.98,2023,1,0,1,0,0,31.0,None,Individual,None,0.9975
89755,7.19,2022,1,0,1,0,0,20.0,None,Individual,None,1.0
89755,7.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
89759,17.84,2023,1,0,1,0,0,38.0,None,Individual,None,1.0
89760,82.18,2023,2,1,2,1,0,30.0,None,Individual,None,0.95
89766,437.17,2022,30,18,17,5,1,36.0,Individual,Full Season,Individual,0.74
89766,437.17,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
89769,62.69,2023,1,0,1,0,0,224.0,None,Individual,None,1.0
89773,19.18,2022,7,7,0,0,1,0.0,None,None,None,0.8875
89773,19.18,2023,7,7,0,0,2,0.0,None,None,None,1.0
89777,13.28,2022,30,29,17,16,1,37.06,Individual,Full Season,Individual,0.76
89777,13.28,2023,31,30,1,1,2,0.0,None,Individual,None,1.0
89786,17.84,2022,7,7,0,0,1,0.0,None,None,None,0.81
89786,17.84,2023,7,7,0,0,2,0.0,None,None,None,1.0
89788,29.35,2022,30,28,17,15,1,26.35,Full Season,Full Season,Full Season,0.73
89788,29.35,2023,48,44,18,16,2,29.18,None,Full Season,None,1.0
89793,23.14,2023,2,1,2,1,0,39.0,None,Flex Plan,None,1.0
89797,17.51,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
89798,1.84,2022,30,27,17,14,1,28.0,Half Season,Full Season,Half Season,0.66
89798,1.84,2023,39,33,9,6,2,39.83,None,Half Season,None,0.99
89804,17.84,2022,13,13,0,0,1,0.0,None,None,None,1.0
89804,17.84,2023,13,13,0,0,2,0.0,None,None,None,1.0
89807,194.72,2022,1,0,1,0,0,100.0,None,Individual,None,1.0
89807,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
89847,1653.89,2022,30,29,17,16,1,37.06,Full Season,Full Season,Full Season,0.92
89847,1653.89,2023,40,39,10,10,2,38.24,None,Full Season,None,1.0
89856,48.37,2022,7,7,0,0,1,0.0,None,None,None,0.96
89856,48.37,2023,7,7,0,0,2,0.0,None,None,None,1.0
89858,51.68,2022,30,24,17,11,1,37.29,Full Season,Full Season,Full Season,0.63
89858,51.68,2023,48,42,18,18,2,43.78,None,Full Season,None,1.0
89860,6.89,2022,13,13,0,0,1,0.0,None,None,None,1.0
89860,6.89,2023,13,13,0,0,2,0.0,None,None,None,1.0
89867,194.72,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
89868,133.7,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
89868,133.7,2023,1,0,0,0,1,0.0,None,None,None,1.0
89873,194.72,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
89874,67.51,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
89874,67.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
89875,62.69,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
89876,3906.25,2022,1,1,1,1,0,60.0,None,Individual,None,1.0
89876,3906.25,2023,1,1,0,0,1,0.0,None,None,None,1.0
89884,44.7,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
89887,998.25,2022,13,13,0,0,1,0.0,None,None,None,0.8
89887,998.25,2023,13,13,0,0,2,0.0,None,None,None,0.99
89890,46.25,2022,1,0,1,0,0,40.0,None,Individual,None,0.9145
89890,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
89891,194.72,2022,1,1,1,1,0,41.0,None,Individual,None,1.0
89891,194.72,2023,1,1,0,0,1,0.0,None,None,None,1.0
89895,283.69,2022,1,0,1,0,0,49.0,None,Individual,None,1.0
89895,283.69,2023,1,0,0,0,1,0.0,None,None,None,1.0
89901,65.22,2022,1,1,1,1,0,42.0,None,Individual,None,1.0
89901,65.22,2023,1,1,0,0,1,0.0,None,None,None,1.0
89909,35.95,2022,1,0,1,0,0,50.0,None,Individual,None,1.0
89909,35.95,2023,1,0,0,0,1,0.0,None,None,None,1.0
89919,26.75,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
89919,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
89925,17.0,2022,30,23,17,10,1,19.44,Individual,Full Season,Individual,0.9317
89925,17.0,2023,31,24,1,1,2,0.0,None,Individual,None,1.0
89927,194.72,2023,1,0,1,0,0,53.0,None,Individual,None,0.9723
89934,194.72,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
89937,11.98,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
89937,11.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
89941,26.75,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
