dimCustomerMasterId
511987
1912768
2318246
1147002
2683907
990835
2206072
1083696
1578511
3071569
702552
626571
1194327
1584359
316785
343961
7514
2769875
590939
42871
1513599
2605725
2705072
2267008
1882847
809244
3103723
2481251
1817374
571592
569820
2560378
281757
94152
373290690
1601050
2712085
2669274
3313635
904329
819440
1519390
894880
3218012
580182
2811266
1295337
2897091
1088542
2194840
307293
2222809
528701
1698548
2306341
1622942
1292970
1084489
1325015
3218782
672436
1838330
2717910
1282542
48224
2740529
423254
822214
2785730
235488310
1973893
1829940
2699390
1615179
3107344
2187054
10532356
200578
443065
1442805
3200657
225135
2948767
3062913
2551118
1312692
2752268
2760383
10535834
2357822
539372
1579613
1424989
1213952
2756682
3465013
28497994
1725847
792991
67846
3014022
3318856
298803
2088082
1883654
396716
3111881
634434
933752
2592423
2132361
550693
2017179
986825
2745275
1087835
2143393
1703955
333476
1496430
2655729
884850
926264
211830746
443935
2733107
1228124
339590
2678225
1710241
1994760
1524004
3057065
3078791
1054582
1898330
3232350
204279
1424030
607026
2705172
1997325
1509523
761046
2738534
903502
945852
1430680
1099440
2706744
1930109
2860432
2412504
2569661
905835
2304767
2628330
3054489
1696871
2948733
908975
1232999
2242497
1963640
2701955
2199924
2963071
40699
1298618
448581
1571066
2937910
1241260
2641732
3080895
3004794
1971798
1529652
1071966
2777372
1602052
92014
215275218
1643028
2929958
3290610
11685
1591547
1570591
629886
1082726
755121
205224
637340
240309
1103141
904006
2288866
2493019
2041988
2376374
1914901
15661
2011340
687035
528967579
1821645
664473
1070051
2453875
538236
1550442
2210352
3432559
2741706
2015273
2107527
3200457
2099014
2733654
212967
489500
1798379
1270065
272297
1046762
2593391
561834
132112169
2972165
888062
2267140
83590
1143453
2021868
433838386
992012
1712145
2565651
2328176
2971495
1439940
2809987
1252017
1175246
1344669
3260185
2273549
2560278
3208343
2704036
3112090
481614
1328768
1101203
3375510
2613156
2465007
2377310
368404
2712526
2565917
979546
2846194
81675
2299062
1418071
2986437
224978
2125652
2905381
2117866
2171746
2548980
1243132
338188
908543
1071219
366798
1176918
2667663
2462969
1510391
3417417
2932589
845469
1693502
3422867
1609738
1191694
1409624
1418575
618388
2125509
2798821
291967451
1203224
1359720
2556334
349718
540097
568484
1702928
1559359
2871762
157081
78644
3321562
1370543
3005630
52361
2185775
1400659
3343056
1071789
1505479
693387
2830577
1073761
2013235
752992
708100
778485
1579479
2359483
1734146
623234
1429335
1444818
1738222
1532117
365828
2769243
499519
1405780
2263462
775820
3183311
217556
1361449
443678
2200156
2627028
3431566
372346
1422817
912562
2539786
628684
2351763
766451
397604515
2230438
2383751
2720175
230494
3166829
2729999
935456
1619734
1869543
1118358
1641583
687310
985151
1740830
378523
1812128
3015958
2598973
2595372
1963835
2283107
439934
1989205
2293578
3365452
2555332
72853
3069706
970713
1258544
1192487
3363242
3459140
1510325
2391614
3350301
3070067
2199054
3434706
2153587
2577247
471086
1270635
1835826
1525542
103244
1764153
2930817
435686
256866
2738323
1542688
1626386
2637413
2544134
2163717
897354
3218880
3023907
1105726
3072746
91837
3040953
2282071
2481896
400183
3246517
81950
3292173
1126307
1319099
1048168
2507927
2077981
267135440
510751
182228
1329138
1546155
3027783
2592198
1998136
3283151
2022570
3299570
3211830
163267
519041
2829650
1126814
1553686
1189645
76672
1285975
2782777
1691121
1936934
1536497
1277362
1326596
2631740
2164751
260642
811518
691020
717160
707857
3074109
1764062
2156361
1021994
2767503
2863401
2063709
1510666
1623633
3205905
105348
930367
2283620
1289553
2482755
989697
2256335
525825
1687643
1661612
1633368
414315543
660595
2509161
1088944
2155425
2704738
730253
918276
2084170
1634138
2603562
3062118
4833
497215
2201851
1621695
2414746
366427080
1318029
3275829
532011
1579222
298973
3068095
660704
833805
519084
1987608
1979241
2316876
3005287
395591
3133478
5788
2036034
607135
1200882
713060
1083158
1042428
422750
1576845
1436376
1304766
2678311
1151931
109727497
2392146
12730127
2901777
3027736
1182980
1434272
90219
1799372
259098
